Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL1258452,10000.0,CCCCN1CCC(COC(=O)c2ccc(N)c(OC)c2)CC1,Scientific Literature,Binding affinity to human muscarinic M2 receptor,B,Homo sapiens,,J Med Chem,2010.0,Muscarinic acetylcholine receptor M2,Ki,nM,,320.43,2.95
CHEMBL541424,9332.54,C[C@@H]1O[C@H]([C@@H]2CCC[N+]2(C)C)C[S+]1[O-],Scientific Literature,Binding affinity to human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.03,218.34,0.72
CHEMBL196598,10000.0,COc1ccc(NC(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1N1CCN(C)CC1,Scientific Literature,Affinity towards cloned Muscarinic acetylcholine receptor M2,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Muscarinic acetylcholine receptor M2,Ki,nM,,477.53,3.82
CHEMBL183903,12.2,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3C(CCC3CCC(C)(C)N3C)[C@@H]12,Scientific Literature,In vitro inhibitory activity against cloned human M2 muscarinic receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.91,347.54,4.64
CHEMBL360154,1400.0,CCN1C(C/C=C2\[C@H]3[C@H](C)OC(=O)[C@H]3C=C3CCCC[C@@H]32)CCC1(C)C,Scientific Literature,In vitro inhibitory activity against cloned human M2 muscarinic receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,,357.54,4.87
CHEMBL355511,0.5,O=C(c1cccc2ncccc12)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,Scientific Literature,Binding affinity towards Muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]-QNB as radioligand,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.3,599.71,4.94
CHEMBL76164,0.01,CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc6c(c5)OCO6)cc4)OCCO3)CC2)CC1,Scientific Literature,Antagonist activity at muscarinic M2 receptor (unknown origin) assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2021.0,Muscarinic acetylcholine receptor M2,Ki,nM,11.0,606.76,3.36
CHEMBL234253,48.0,Cc1ccc(CCNCC2(N(C)C)COc3ccccc3OC2)cc1,Scientific Literature,Displacement of 1-[N-methyl- 3H]scopolamine from human muscarinic M2 receptor expressed in Sf9 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.32,340.47,2.9
CHEMBL4650755,0.1585,C[N+]1(C)[C@@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,Scientific Literature,Displacement of [3H]-N-methyl Scopolamine Chloride from human M2 receptor membranes incubated for 2 hrs by scintillation counting analysis,B,Homo sapiens,,J Med Chem,2021.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.8,392.52,2.35
CHEMBL2312389,2030.0,CCN1CCC(c2ccccc2)=C(C(=O)OCCCc2ccc(OC)cc2)C1,Scientific Literature,Displacement of [3H]NMS from human M2 muscarinic receptor expressed in CHO-K1 cells,B,Homo sapiens,,J Med Chem,2013.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.69,379.5,4.35
CHEMBL346194,320.0,O=C(NC1CCN(Cc2ccccn2)CC1)C(O)(c1ccccc1)C1CCCC1,Scientific Literature,Inhibition of [3H]NMS binding to human muscarinic acetylcholine receptor M2 expressed in CHO cells,B,,,J Med Chem,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.5,393.53,3.24
CHEMBL147695,8600.0,O=C(NC1CCN(Cc2ccoc2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,Scientific Literature,Inhibition of [3H]NMS binding to human muscarinic acetylcholine receptor M2 expressed in CHO cells,B,,,J Med Chem,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.07,418.48,3.68
CHEMBL358493,5500.0,C[N+]12CCC(CC1)C(O)(c1cc3ccccc3o1)C2,Scientific Literature,Binding affinity for muscarinic acetylcholine receptor M2 by measuring displacement of [3H]QNB from guinea pig heart,B,Cavia porcellus,,J Med Chem,1995.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.26,258.34,2.49
CHEMBL302145,2900.0,NCc1cccc(NC(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)c1,Scientific Literature,Binding affinity against human muscarinic acetylcholine receptor M2 in transfected CHO cells,B,,,Bioorg Med Chem Lett,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.54,360.4,3.41
CHEMBL195927,10000.0,COc1ccccc1N1CCC(C(=O)Nc2ccc(OC)c(N3CCN(C)CC3)c2)CC1,Scientific Literature,Affinity towards cloned Muscarinic acetylcholine receptor M2,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Muscarinic acetylcholine receptor M2,Ki,nM,,438.57,3.31
CHEMBL310912,0.6,COc1ccc(S(=O)(=O)c2ccc(C(C)N3CCN(C4CCCCC4)CC3)cc2)cc1,Scientific Literature,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.22,442.63,4.54
CHEMBL150845,9.6,CC(=C1CCN(C2CCN(C(=O)c3ccc(F)c4ccccc34)CC2)CC1)c1ccc(S(=O)(=O)C(C)C)cc1,Scientific Literature,Binding affinity for human Muscarinic acetylcholine receptor M2,B,Homo sapiens,,J Med Chem,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.02,548.72,6.34
CHEMBL1628706,1323.0,CC(C)(O)CC[C@H](C[C@H](O)[C@H](Cc1cccc(F)c1)NC(=O)c1cnc2ccccc2n1)C(N)=O,Scientific Literature,Binding affinity to muscarinic M2 receptor,B,,,J Med Chem,2012.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.88,482.56,2.51
CHEMBL4641531,10000.0,C[N+](C)(C)C[C@@H]1CO[C@@H](c2ccc(S(=O)(=O)c3ccccc3)cc2)CO1.[I-],Scientific Literature,Displacement of [3H]NMS from human recombinant muscarinic receptor M2 expressed in CHO-K1 cell membranes incubated for 2 hrs by scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,,503.4,2.68
CHEMBL4648939,13.8,C[N+](C)(C)C[C@@H]1COC[C@](c2ccccc2)(C2CCCCC2)O1,Scientific Literature,Displacement of [3H]NMS from human recombinant muscarinic receptor M2 expressed in CHO-K1 cell membranes incubated for 2 hrs by scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.86,318.48,3.58
CHEMBL370862,50.0,COC1(C#CC(O)(c2ccccn2)C2CCCC2)CN2CCC1CC2,Scientific Literature,Binding affinity to human muscarinic M2 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.3,340.47,2.57
CHEMBL380583,50.0,CO[C@]1(C#CC(O)(c2cccc(C)c2)c2cccc(C)c2)CN2CCC1CC2,Scientific Literature,Binding affinity to human muscarinic M2 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.3,375.51,3.65
CHEMBL1162116,3.631,Cc1nccn1CC#CCOc1ccon1,Scientific Literature,Binding affinity to human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.44,217.23,1.26
CHEMBL541424,81283.05,C[C@@H]1O[C@H]([C@@H]2CCC[N+]2(C)C)C[S+]1[O-],Scientific Literature,Binding affinity to human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.09,218.34,0.72
CHEMBL134641,204.17,CO/N=C(\C#N)[C@H]1CN2CCC1CC2,Scientific Literature,Binding affinity to human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.69,193.25,0.85
CHEMBL216927,7.943,COc1nsnc1OCCOCCOCCOCCOc1nsnc1C1=CCCN(C)C1,Scientific Literature,Inhibition of [3H](R)-QNB binding to human M2 receptor expressed in A9 L cells,B,Homo sapiens,,J Med Chem,2006.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.1,487.6,1.62
CHEMBL228144,4897.79,CC1COCC(C[N+](C)(C)C)O1.[I-],Scientific Literature,Displacement of [3H]NMS from human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.31,301.17,0.5
CHEMBL4740422,1905.46,O=C(CCN1CCCc2ccccc21)NCc1cccc(F)c1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.72,312.39,3.28
CHEMBL172233,32.36,CC(C1=C(CCN(C)CCF)Cc2ccccc21)c1ccccn1,Scientific Literature,Binding affinity towards cloned human muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]N-methylscopolamine,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.49,324.44,4.49
CHEMBL450729,30902.95,CN1CCC[C@H]1c1ccco1,Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells by liquid scintillation counter,B,Homo sapiens,,J Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.51,151.21,2.05
CHEMBL460470,41686.94,CN1CCCC1c1ccco1,Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells by liquid scintillation counter,B,Homo sapiens,,J Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.38,151.21,2.05
CHEMBL2112959,44.0,O=C(CCNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NCCC(=O)NC[C@H]1CCCN(CC2CCCCC2)C1,Scientific Literature,Binding affinity (Ki) against binding of [3H]NMS to membranes from CHO cells expressing cloned human Muscarinic acetylcholine receptor M2,B,Homo sapiens,,J Med Chem,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.36,636.88,5.83
CHEMBL4128341,33.11,c1ccc(C2(c3ccccc3)COC[C@H](CO[C@@H]3CN4CCC3CC4)O2)cc1,Scientific Literature,Displacement of [3H]NMS from recombinant human muscarinic M2 receptor expressed in CHOK1 cell membranes after 120 mins by scintillation counting method,B,Homo sapiens,,Eur J Med Chem,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.48,379.5,3.46
CHEMBL4763304,575.44,O=C(O)C1CCCN1C(=O)CCN1CCCc2ccccc21,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.24,302.37,1.9
CHEMBL4128497,426.58,C[C@]1(C(=O)O[C@@H]2CN3CCC2CC3)COCC(c2ccccc2)(c2ccccc2)O1,Scientific Literature,Displacement of [3H]NMS from recombinant human muscarinic M2 receptor expressed in CHOK1 cell membranes after 120 mins by scintillation counting method,B,Homo sapiens,,Eur J Med Chem,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.37,407.51,3.37
CHEMBL215180,490.0,O=C(NCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,Scientific Literature,Inhibition of [3H]NMS binding to human cloned M2 receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2006.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.31,662.75,3.9
CHEMBL215894,100.0,O=C(NC[C@@H]1CCCNC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Scientific Literature,Inhibition of [3H]NMS binding to human cloned M2 receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2006.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.0,712.12,5.44
CHEMBL196370,10000.0,COc1ccc(NC(=O)N2CCN(c3ccccc3OC)CC2)cc1N1CCN(C)CC1,Scientific Literature,Affinity towards cloned Muscarinic acetylcholine receptor M2,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Muscarinic acetylcholine receptor M2,Ki,nM,,439.56,2.81
CHEMBL434684,12.3,CC(C1=C(CN(C)C)Cc2ccccc21)c1ccccn1,Scientific Literature,Binding affinity towards cloned human muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]N-methylscopolamine,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.91,278.4,3.76
CHEMBL370232,0.2,CO[C@]1(C#CC(O)(c2cccs2)c2cccs2)CN2CCC1CC2,Scientific Literature,Binding affinity to human muscarinic M2 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.7,359.52,3.16
CHEMBL2205823,552.0,COc1ccccc1CN1C2C3C4CC5C6C4C2C6C1(O)C53,Scientific Literature,Binding affinity to M2 muscarinic receptor,B,,,Bioorg Med Chem Lett,2012.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.26,295.38,1.96
CHEMBL5403404,10000.0,CCCN1CCN(c2ccc3c(c2)C(N(C)C(=O)OCc2ccccc2)CCC3)CC1,Scientific Literature,Binding affinity at human muscarinic M2 receptor assessed as inhibition constant,B,Homo sapiens,,Eur J Med Chem,2022.0,Muscarinic acetylcholine receptor M2,Ki,nM,,421.59,4.86
CHEMBL4747438,3467.37,O=C(CCN1CCCc2ccccc21)Nc1nccs1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.46,287.39,2.92
CHEMBL4744856,89.13,CC1CCN(C(=O)CCN2CCCc3ccccc32)CC1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.05,286.42,3.09
CHEMBL4792675,50118.72,O=C(CN1CCc2ccc(F)cc21)N1CCCC1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.3,248.3,1.81
CHEMBL4760904,3630.78,CC1CCc2ccccc2N1CC(=O)N1CCCCC1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.44,272.39,2.84
CHEMBL4793864,100000.0,CC1Cc2ccccc2N1CC(=O)N1CCCCC1,Scientific Literature,Displacement of [3H]-NMS from muscarinic M2 receptor (unknown origin) expressed in CHO-K1 cell membranes assessed as inhibition constant by radioligand competition analysis,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Muscarinic acetylcholine receptor M2,Ki,nM,,258.37,2.45
CHEMBL26505,107.0,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,Scientific Literature,Displacement of [3H] N-methylscopolamine from human muscarinic M2 receptor expressed in CHOK1 cells after 30 mins by scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem,2013.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.97,325.45,3.88
CHEMBL2377269,15.1,CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCCCC1,Scientific Literature,Displacement of [3H] N-methylscopolamine from human muscarinic M2 receptor expressed in CHOK1 cells after 30 mins by scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem,2013.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.82,333.47,3.35
CHEMBL2377392,116.0,CC[C@H](C)C(C(=O)OCCCN(CC)CC)c1ccccc1,Scientific Literature,Displacement of [3H] N-methylscopolamine from human muscarinic M2 receptor expressed in CHOK1 cells after 30 mins by scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem,2013.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.94,305.46,4.09
CHEMBL3545181,0.061,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-],Scientific Literature,Displacement of [3H]-NMS from human recombinant M2 receptor expressed in CHO cells after 2 hrs by filter binding assay,B,Homo sapiens,,J Med Chem,2011.0,Muscarinic acetylcholine receptor M2,Ki,nM,10.21,490.44,2.35
CHEMBL1910848,0.056,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2ccccc2)C1,Scientific Literature,Displacement of [3H]-NMS from human recombinant M2 receptor expressed in CHO cells after 2 hrs by filter binding assay,B,Homo sapiens,,J Med Chem,2011.0,Muscarinic acetylcholine receptor M2,Ki,nM,10.25,428.58,4.78
CHEMBL194206,10000.0,COc1ccc(NC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1N1CCN(C)CC1,Scientific Literature,Affinity towards cloned Muscarinic acetylcholine receptor M2,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Muscarinic acetylcholine receptor M2,Ki,nM,,427.52,2.94
CHEMBL92569,5.07,CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc6c(c5)OCO6)cc4)CCCO3)CC2)CC1,Scientific Literature,Binding affinity at human cloned acetylcholine receptor M2 in CHO cells.,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.29,604.79,4.17
CHEMBL259131,5011.87,C[C@H]1OC[C@@H]([C@H]2CCC[N+]2(C)C)O1,Scientific Literature,Binding affinity to human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.3,186.28,0.99
CHEMBL94921,1550.0,CC(=O)c1ccc(C2=CN3CCC2CC3)s1,Scientific Literature,In vitro binding affinity towards muscarinic receptor in heart (M2) was determined,B,,,Bioorg Med Chem Lett,1994.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.81,233.34,3.02
CHEMBL569953,3235.94,CN1CCC[C@H]1c1ccc([C@@](O)(c2ccccc2)C2CCCCC2)o1,Scientific Literature,Displacement of [3H]NMS from human cloned muscarinic M2 receptor expressed in CHO cells by scintillation counting,B,Homo sapiens,,J Med Chem,2010.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.49,339.48,4.86
CHEMBL569307,2.344,C[N+]1(C)CCC[C@@H]1c1ccc([C@](O)(c2ccccc2)C2CCCCC2)o1.[I-],Scientific Literature,Displacement of [3H]NMS from human cloned muscarinic M2 receptor expressed in CHO cells by scintillation counting,B,Homo sapiens,,J Med Chem,2010.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.63,481.42,5.01
CHEMBL12064,14.0,CCOc1ccc2c(C(=O)N3CCC(N4CCC(Cc5ccc(SC(C)C)cc5)CC4)CC3)cccc2c1,Scientific Literature,Binding affinity against muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]-QNB as radioligand.,B,,,Bioorg Med Chem Lett,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.85,530.78,7.3
CHEMBL12268,256.0,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5cccnc45)CC3)CC2)cc1,Scientific Literature,Binding affinity against muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]-QNB as radioligand.,B,,,Bioorg Med Chem Lett,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.59,487.71,6.29
CHEMBL285898,248.0,CCN(CC)CCCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,Scientific Literature,Antimuscarinic potency and subset specificity was characterised by its inhibition of the [3H]NMS Binding to Muscarinic acetylcholine receptor M2 subtype,B,,,J Med Chem,1992.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.61,359.55,5.19
CHEMBL355193,570.0,CC1CN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@H]23)C(C)CN1,Scientific Literature,Binding affinity towards human muscarinic M2 receptor in CHO-KI cells using [3H]- QNB as radioligand,B,,,Bioorg Med Chem Lett,1999.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.24,362.56,3.45
CHEMBL282424,10000.0,Fc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,Scientific Literature,Binding affinity to cloned Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,,310.38,3.02
CHEMBL359027,96.0,C1=C(c2csc3ccccc23)C2CCN1CC2,Scientific Literature,Binding affinity for muscarinic acetylcholine receptor M2 by measuring displacement of [3H]QNB from guinea pig heart,B,Cavia porcellus,,J Med Chem,1995.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.02,241.36,3.97
CHEMBL343182,5000.0,C1COC(C2CN3CCC2CC3)C1,Scientific Literature,Binding affinity for muscarinic acetylcholine receptor M2 by measuring displacement of [3H]QNB from guinea pig heart,B,Cavia porcellus,,J Med Chem,1995.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.3,181.28,1.51
CHEMBL51459,2.1,CC(C)NC(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1,Scientific Literature,Binding affinity against cloned human muscarinic acetylcholine receptor M2.,B,,,Bioorg Med Chem Lett,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.68,515.67,5.68
CHEMBL334470,348.0,C[C@H]1CN(C2(C)CCN(C(=O)c3c(Cl)c[n+]([O-])cc3Cl)CC2)CCN1[C@@H](C)c1ccc(C(F)(F)F)cc1,Scientific Literature,Binding affinity towards muscarinic receptor M2,B,,,Bioorg Med Chem Lett,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.46,559.46,5.41
CHEMBL310558,190.0,CCC(=O)OC1CC2CCCC1N2,Scientific Literature,Inhibition of [3H]- oxotremorine-M binding to human Muscarinic acetylcholine receptor M2 expressed in CHO cell membranes,B,Homo sapiens,,J Med Chem,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.72,183.25,1.22
CHEMBL1902981,831.0,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,DrugMatrix,DRUGMATRIX: Muscarinic M2 radioligand binding (ligand: [3H] N-Methylscopolamine),B,,,,,Muscarinic acetylcholine receptor M2,Ki,nM,6.08,259.39,3.55
CHEMBL177040,270.0,O=C(CCCNC(=O)CNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NCC1CCCN(CC2CCCCC2)C1,Scientific Literature,Binding affinity (Ki) against binding of [3H]NMS to membranes from CHO cells expressing cloned human Muscarinic acetylcholine receptor M2,B,Homo sapiens,,J Med Chem,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.57,636.88,5.83
CHEMBL294273,2700.0,CC(=O)OC1CC2CCCC1N2C,Scientific Literature,Inhibition of binding of [3H]quinuclidinyl benzilate to muscarinic receptors in membranes of CHO cells transfected with Muscarinic acetylcholine receptor M2,B,Homo sapiens,,J Med Chem,1998.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.57,183.25,1.17
CHEMBL500313,100000.0,CN1CCC[C@H]1[C@@H]1CNC(=O)O1,Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2013.0,Muscarinic acetylcholine receptor M2,Ki,nM,,170.21,0.19
CHEMBL5270870,0.92,NCCCCCCCCN1CCC(COC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1,Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in human HEK293T cell membranes by radioligand competition binding based analysis,B,Homo sapiens,,J Med Chem,2022.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.04,508.05,6.85
CHEMBL5270925,7.9,C#CCCCCCCN1CCC(OC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1,Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in human HEK293T cell membranes by radioligand competition binding based analysis,B,Homo sapiens,,J Med Chem,2022.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.1,474.98,6.88
CHEMBL5279174,13.0,C#CCCCCCN1CCC(COC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1,Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in human HEK293T cell membranes by radioligand competition binding based analysis,B,Homo sapiens,,J Med Chem,2022.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.89,474.98,6.74
CHEMBL76164,0.01,CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc6c(c5)OCO6)cc4)OCCO3)CC2)CC1,Scientific Literature,Binding affinity at human cloned acetylcholine receptor M2 in CHO cells.,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,11.0,606.76,3.36
CHEMBL422763,2.7,Cc1cccc(C(=O)N2CCC(N3CCC(C4(c5ccc(C(=O)NC(C)C)cc5)OCCO4)CC3)CC2)c1N,Scientific Literature,Binding affinity against cloned human muscarinic acetylcholine receptor M2.,B,,,Bioorg Med Chem Lett,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.57,534.7,3.93
CHEMBL308924,86000.0,CCO/C(O)=C1\CN2CC(CCC2CN(C)C)C1=O,Scientific Literature,Binding affinity of compound was determined towards human Muscarinic acetylcholine receptor M2 using [3H]QNB radioligand,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.07,268.36,1.02
CHEMBL3121474,204.17,C[N+](C)(CC#CCOC1=NOCC1)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O.[Br-].[Br-],Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 Y104A mutant expressed in Flp-In-CHO cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.69,658.48,3.14
