Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL80251,6700.0,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](CCC(F)(F)F)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,Scientific Literature,Antagonistic activity against Muscarinic acetylcholine receptor M2,F,,,J Med Chem,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,,585.64,6.2
CHEMBL4079233,0.7079,CCC(=O)NC1CN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]NMS from human muscarinic acetylcholine receptor M2 expressed in CHOK9 cells after 3 hrs by liquid scintillation counting assay,B,Homo sapiens,,J Med Chem,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.15,1406.33,8.12
CHEMBL51574,9.0,CC(C)NC(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5c(F)cccc45)CC3)CC2)cc1,Scientific Literature,Binding affinity against cloned human muscarinic acetylcholine receptor M2.,B,,,Bioorg Med Chem Lett,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.05,533.66,5.82
CHEMBL263555,4750.0,CC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Scientific Literature,Antagonistic activity against Muscarinic acetylcholine receptor M2,F,,,J Med Chem,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.32,517.64,5.26
CHEMBL354523,107.15,CCC(C1=C(CCN(C)C)Cc2cc(Cl)ccc21)c1ccccn1,Scientific Literature,Binding affinity towards cloned human muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]N-methylscopolamine,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.97,340.9,5.19
CHEMBL69733,1258.93,COc1ccc(CCCN2CCC(CCC(=O)c3cc(Cl)c(N)c4c3OCCO4)CC2)cc1OC,Scientific Literature,Compound was evaluated for binding affinity against Muscarinic M2 receptor using radioligand binding assay,B,,,Bioorg Med Chem Lett,1995.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.9,503.04,5.02
CHEMBL136027,15.85,COc1nsnc1OCCCCCCCCCCCCOc1nsnc1C1=CCCN(C)C1,Scientific Literature,Compound was tested for binding inhibition of [3H](R)-QNB to Muscarinic acetylcholine receptor M2 expressed in A9 L cells,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.8,495.72,5.48
CHEMBL322251,250.0,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,Scientific Literature,Binding affinity against muscarinic acetylcholine receptor M2,B,,,J Med Chem,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.6,518.62,4.72
CHEMBL285440,258.0,CN(C)CCCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,Scientific Literature,Antimuscarinic potency and subset specificity was characterised by its inhibition of the [3H]NMS Binding to Muscarinic acetylcholine receptor M2 subtype,B,,,J Med Chem,1992.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.59,331.5,4.41
CHEMBL73661,33.0,CC(c1ccc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1)N1CCN(C2CCCCC2)CC1,Scientific Literature,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.48,468.71,5.83
CHEMBL71088,37.0,CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCNCC1,Scientific Literature,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.43,330.45,2.49
CHEMBL70464,5.0,COc1ccc([S+]([O-])c2ccc(C(N3CCN(C4CCCCC4)CC3)C(F)(F)F)cc2)cc1,Scientific Literature,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.3,480.6,5.42
CHEMBL88078,199.53,O=C(c1cccs1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,Scientific Literature,In vitro affinity for muscarinic M2 receptor.,B,,,Bioorg Med Chem Lett,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.7,376.52,5.06
CHEMBL373994,302.0,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccc(F)c2)CC1,Scientific Literature,Displacement of [3H]N-methyl-scopolamine from human muscarinic M2 receptor expressed in CHO K1 cells,B,Homo sapiens,,J Med Chem,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.52,429.54,4.76
CHEMBL221660,302.0,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccnc2)CC1,Scientific Literature,Displacement of [3H]N-methyl-scopolamine from human muscarinic M2 receptor expressed in CHO K1 cells,B,Homo sapiens,,J Med Chem,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.52,412.54,4.02
CHEMBL52203,221.0,CC(C)S(=O)(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1,Scientific Literature,Binding affinity for human Muscarinic acetylcholine receptor M2,B,Homo sapiens,,J Med Chem,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.66,536.71,5.72
CHEMBL67814,1200.0,O=C(N1CCNCC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,Scientific Literature,Binding affinity against human muscarinic acetylcholine receptor M2 in transfected CHO cells,B,,,Bioorg Med Chem Lett,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.92,324.37,1.74
CHEMBL68384,55.0,NCC=C1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,Scientific Literature,Binding affinity against human muscarinic acetylcholine receptor M2 in transfected CHO cells,B,,,Bioorg Med Chem Lett,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.26,364.44,2.82
CHEMBL74352,0.5902,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)OCCC)CC2)CC1,Scientific Literature,Binding affinity to muscarinic M2 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.23,526.7,5.26
CHEMBL422326,169.0,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(I)cc3)[C@@H](C)C2)CC1,Scientific Literature,Binding affinity towards muscarinic receptor M2,B,,,Bioorg Med Chem Lett,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.77,561.51,4.46
CHEMBL2419490,9065.67,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,EUbOPEN Chemogenomic Library,"PDSP Secondary Binding target: CHRM2 - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.",B,Homo sapiens,,,2024.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.04,470.55,2.3
CHEMBL67563,1.0,Cc1cccc(C)c1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,Scientific Literature,Affinity for Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.0,589.76,4.85
CHEMBL280684,7413.1,CN(C)CCOC(=O)C1=C/C(=C\c2cccnc2)c2ccccc21,Scientific Literature,Affinity for Muscarinic acetylcholine receptor M2 expressed in CHO cells by [3H]NMS displacement.,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.13,320.39,3.12
CHEMBL420255,5000.0,OC1(C2=CN3CCC2CC3)c2ccccc2-c2ccccc21,Scientific Literature,In vitro binding affinity towards muscarinic receptor in heart (M2) was determined,B,,,Bioorg Med Chem Lett,1994.0,Muscarinic acetylcholine receptor M2,Ki,nM,,289.38,3.51
CHEMBL69452,4100.0,CCO/C(O)=C1\CN2CC(CCC2COCc2ccccc2)C1=O,Scientific Literature,Binding affinity of compound was determined towards human Muscarinic acetylcholine receptor M2 using [3H]QNB radioligand,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.39,331.41,2.67
CHEMBL4069313,4.9,C[N+](C)(C)CC#CCOC1=NOCC1.[I-],Scientific Literature,Displacement of [3H]N-methyl-scopolamine bromide from human recombinant muscarinic M2 receptor expressed in HEK293T cell membranes after 1 hr by liquid scintillation counting method,B,Homo sapiens,,J Med Chem,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.31,324.16,0.45
CHEMBL144385,99.0,C1=C(c2coc3ccccc23)C2CCN1CC2,Scientific Literature,Binding affinity for muscarinic acetylcholine receptor M2 by measuring displacement of [3H]QNB from guinea pig heart,B,Cavia porcellus,,J Med Chem,1995.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.0,225.29,3.5
CHEMBL424214,38904.51,CN1CCN(C(=O)C2=C/C(=C\c3ccncc3)c3ccccc32)CC1,Scientific Literature,Affinity for Muscarinic acetylcholine receptor M2 expressed in CHO cells by [3H]NMS displacement.,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.41,331.42,2.79
CHEMBL352291,0.1,C[C@@H]1CN(C2CCN(C(=O)c3cccc4c3OCO4)CC2)CCN1[C@@H](C)c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1,Scientific Literature,Binding affinity against human muscarinic acetylcholine receptor M2 using [3H]N-methylscopolamine as radioligand,B,,,Bioorg Med Chem Lett,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,10.0,619.74,4.35
CHEMBL352404,1023.29,COc1ccc2c(c1)C(C(C)c1ccccn1)=C(CCN(C)C)C2,Scientific Literature,Binding affinity towards cloned human muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]N-methylscopolamine,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.99,322.45,4.16
CHEMBL343182,20000.0,C1COC(C2CN3CCC2CC3)C1,Scientific Literature,Binding affinity for muscarinic acetylcholine receptor M2 by measuring displacement of [3H]QNB from guinea pig heart,B,Cavia porcellus,,J Med Chem,1995.0,Muscarinic acetylcholine receptor M2,Ki,nM,,181.28,1.51
CHEMBL4091231,2398.83,O=C1CCc2ccccc2N1CCCN1CCC(c2ccccc2)CC1,Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cell membranes after 2 hrs by liquid scintillation counting method,B,Homo sapiens,,J Med Chem,2018.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.62,348.49,4.24
CHEMBL112297,0.2291,CCCCCCCCCCCCCCCC(=O)OC[C@H](NC(=O)CNC(=O)CCCCCCCCCCCCC)C(=O)OCc1ccccc1,Scientific Literature,Ability to displace [3H]QNB from HM2 receptor binding to acetylcholine was evaluated by ligand inhibition assay,B,,,Bioorg Med Chem Lett,1999.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.64,701.05,10.06
CHEMBL583027,13.49,C[N+]1(C)CCCC1c1ccc(C(c2ccccc2)c2ccccc2)o1.[I-],Scientific Literature,Displacement of [3H]NMS from human cloned muscarinic M2 receptor expressed in CHO cells by scintillation counting,B,Homo sapiens,,J Med Chem,2010.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.87,459.37,5.37
CHEMBL256923,5495.41,CN(CCCN(C)CCCC(O)(c1ccccc1)c1ccccc1)CCCC(O)(c1ccccc1)c1ccccc1.Cl.Cl,Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in CHO-K1 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.26,623.71,6.67
CHEMBL402282,2290.87,C[N+]1(CCCC(O)(c2ccccc2)c2ccccc2)CCN(CCCC(O)(c2ccccc2)c2ccccc2)CC1.[I-],Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in CHO-K1 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.64,676.68,6.18
CHEMBL2449003,12.88,CN1[C@@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,Scientific Literature,Displacement of [3H]-NMS from human muscarinic M2 Y104A mutant expressed in Flp-In-CHO cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2014.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.89,289.38,1.93
CHEMBL394137,0.66,CN(C)C1(CNCCC23CC4CC(CC(C4)C2)C3)COc2ccccc2OC1,Scientific Literature,Displacement of 1-[N-methyl- 3H]scopolamine from human muscarinic M2 receptor expressed in Sf9 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.18,384.56,3.95
CHEMBL234254,49.0,CN(C)C1(CNCCc2ccc(Cl)cc2)COc2ccccc2OC1,Scientific Literature,Displacement of 1-[N-methyl- 3H]scopolamine from human muscarinic M2 receptor expressed in Sf9 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.31,360.88,3.24
CHEMBL376295,158.49,COc1nsnc1OCCCOCCCOCCCOc1nsnc1-c1cccnc1,Scientific Literature,Inhibition of [3H](R)-QNB binding to human M2 receptor expressed in A9 L cells,B,Homo sapiens,,J Med Chem,2006.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.8,467.57,3.12
CHEMBL69904,36000.0,O=C(N1CCC(CCN2CCCCC2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,Scientific Literature,Binding affinity against human muscarinic acetylcholine receptor M2 in transfected CHO cells,B,,,Bioorg Med Chem Lett,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.44,434.57,4.42
CHEMBL242345,6.026,COc1ccccc1CNCCCCCCN1CCC(CCC2CCN(CCCCCCNCc3ccccc3OC)CC2)CC1,Scientific Literature,Displacement of [3H] N-methyl-scopolamine chloride from human muscarinic receptor M2 expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.22,634.99,7.91
CHEMBL376781,187.0,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2cccc(F)c2)CC1,Scientific Literature,Displacement of [3H]N-methyl-scopolamine from human muscarinic M2 receptor expressed in CHO K1 cells,B,Homo sapiens,,J Med Chem,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.73,441.6,4.88
CHEMBL221401,1141.0,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(F)c2)CC1,Scientific Literature,Displacement of [3H]N-methyl-scopolamine from human muscarinic M2 receptor expressed in CHO K1 cells,B,Homo sapiens,,J Med Chem,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.94,465.52,5.04
CHEMBL223187,1681.0,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(CCCc2ccccc2)CC1,Scientific Literature,Displacement of [3H]N-methyl-scopolamine from human muscarinic M2 receptor expressed in CHO K1 cells,B,Homo sapiens,,J Med Chem,2007.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.77,439.6,5.05
CHEMBL337820,613.0,Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,Scientific Literature,Binding affinity towards muscarinic receptor M2,B,,,Bioorg Med Chem Lett,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.21,571.61,5.89
CHEMBL51339,15.0,Cc1ccccc1C(=O)N1CCC(N2CCC(Cc3ccc(C(=O)NC4CCCCC4)cc3)CC2)CC1,Scientific Literature,Binding affinity against cloned human muscarinic acetylcholine receptor M2.,B,,,Bioorg Med Chem Lett,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.82,501.72,5.62
CHEMBL91232,1.02,CCCS(=O)(=O)N1CCC(N2CCC(C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,Scientific Literature,Binding affinity at human cloned acetylcholine receptor M2 in CHO cells.,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.99,562.71,3.35
CHEMBL2441757,100000.0,C[N+](C)(C)C[C@H]1CNC(=O)O1,Scientific Literature,Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2013.0,Muscarinic acetylcholine receptor M2,Ki,nM,,159.21,-0.2
CHEMBL2042553,9.772,CN(C)C[C@H]1COCC(c2ccccc2)(c2ccccc2)O1.O=C(O)C(=O)O,Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in CHO cells after 120 mins by scintillation counting,B,Homo sapiens,,J Med Chem,2012.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.01,387.43,2.91
CHEMBL2042551,79432.82,C[N+](C)(C)C[C@@H]1COC[C@@H](C(c2ccccc2)c2ccccc2)O1.[I-],Scientific Literature,Displacement of [3H]N-methylscopolamine from human muscarinic M2 receptor expressed in CHO cells after 120 mins by scintillation counting,B,Homo sapiens,,J Med Chem,2012.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.1,453.36,3.31
CHEMBL83459,316.23,O=C(c1ccc([N+](=O)[O-])s1)N(c1ccc(Br)cc1)C1CCN(Cc2ccccc2)CC1,Scientific Literature,In vitro affinity for muscarinic M2 receptor.,B,,,Bioorg Med Chem Lett,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.5,500.42,5.73
CHEMBL75448,0.6,CC(c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1)N1CCN(C2CCCCC2)CC1,Scientific Literature,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.22,447.04,5.18
CHEMBL2111540,2.7,COc1ccc([S@@+]([O-])c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,Scientific Literature,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.57,437.61,4.38
CHEMBL300845,9.0,Cc1ccccc1C(=O)N1CCC(N2CCC(C3(c4ccc(C(=O)NC(C)C)cc4)OCCO3)CC2)CC1,Scientific Literature,Binding affinity against cloned human muscarinic acetylcholine receptor M2.,B,,,Bioorg Med Chem Lett,2004.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.05,519.69,4.35
CHEMBL355169,2.0,CCS(=O)(=O)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,Scientific Literature,Binding affinity towards Muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]-QNB as radioligand,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,8.7,536.67,2.91
CHEMBL38423,20000.0,C[C@H]1CC2(CO1)CN1CCC2CC1,Scientific Literature,Compound was evaluated for its binding affinity against Muscarinic acetylcholine receptor M2 in guinea pig heart using (-)-[3H]-QNB as radioligand,B,Cavia porcellus,,J Med Chem,1992.0,Muscarinic acetylcholine receptor M2,Ki,nM,,181.28,1.51
CHEMBL435949,10000.0,COc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,Scientific Literature,Binding affinity to cloned Muscarinic acetylcholine receptor M1,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,,322.41,2.89
CHEMBL359197,6400.0,O=C(NC1CCN(Cc2ccncc2)CC1)C(O)(c1ccccc1)C1CCCC1,Scientific Literature,Inhibition of [3H]NMS binding to human muscarinic acetylcholine receptor M2 expressed in CHO cells,B,,,J Med Chem,2000.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.19,393.53,3.24
CHEMBL167816,0.3,C[C@@H]1CN(C2CCN(C(=O)c3sccc3Cl)CC2)CCN1[C@@H](C)c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1,Scientific Literature,Binding affinity against human muscarinic acetylcholine receptor M2 using [3H]N-methylscopolamine as radioligand,B,,,Bioorg Med Chem Lett,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.52,616.21,5.33
CHEMBL291562,1148.15,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@H]3[C@H](C#C[C@H]3CCC[C@H](C)N3C)[C@@H]12,Scientific Literature,Binding affinity against human muscarine receptor (hM2) cloned in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,5.94,343.51,3.87
CHEMBL112297,22387.21,CCCCCCCCCCCCCCCC(=O)OC[C@H](NC(=O)CNC(=O)CCCCCCCCCCCCC)C(=O)OCc1ccccc1,Scientific Literature,Ability to displace [3H]QNB from HM2 receptor binding to acetylcholine was evaluated by ligand inhibition assay,B,,,Bioorg Med Chem Lett,1999.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.65,701.05,10.06
CHEMBL264442,760.0,Cc1cccc(C)c1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(Cc4ccc5c(c4)OCO5)cc3)[C@@H](C)C2)CC1,Scientific Literature,Affinity for Muscarinic acetylcholine receptor M2,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.12,553.75,5.99
CHEMBL4085150,930.0,COc1cccc2c1CC([N+](C)(C)C)CC2.[I-],Scientific Literature,Displacement of [3H]N-methyl-scopolamine bromide from human recombinant muscarinic M2 receptor expressed in HEK293T cell membranes after 1 hr by liquid scintillation counting method,B,Homo sapiens,,J Med Chem,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,6.03,347.24,2.26
CHEMBL4095626,14000.0,COc1cccc2c1CCC(C[N+](C)(C)C)C2.O=C[O-],Scientific Literature,Displacement of [3H]N-methyl-scopolamine bromide from human recombinant muscarinic M2 receptor expressed in HEK293T cell membranes after 1 hr by liquid scintillation counting method,B,Homo sapiens,,J Med Chem,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.85,279.38,2.51
CHEMBL4091032,39000.0,CN1CCC(COCc2cccnc2)C1,Scientific Literature,Displacement of [3H]N-methyl-scopolamine bromide from human recombinant muscarinic M2 receptor expressed in HEK293T cell membranes after 1 hr by liquid scintillation counting method,B,Homo sapiens,,J Med Chem,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.41,206.29,1.55
CHEMBL4099667,22000.0,COc1cccc(/C=C/C[N+](C)(C)C)c1.O=C[O-],Scientific Literature,Displacement of [3H]N-methyl-scopolamine bromide from human recombinant muscarinic M2 receptor expressed in HEK293T cell membranes after 1 hr by liquid scintillation counting method,B,Homo sapiens,,J Med Chem,2017.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.66,251.33,2.41
CHEMBL553241,77624.71,C[C@H]1O[C@@H]([C@@H]2CCC[N+]2(C)C)C[S+]1[O-],Scientific Literature,Binding affinity to human cloned muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.11,218.34,0.72
CHEMBL3833319,5.0,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,SureChEMBL Patent Bioactivity Data,Antagonist activity at human recombinant M2 receptor expressed in CHO cell membranes assessed as inhibition of oxotremorine-stimulated [35S]GTPgammaS binding incubated for 60 mins by topcount liquid scintillation counting,F,Homo sapiens,,,2005.0,Muscarinic acetylcholine receptor M2,Ki,nM,,597.76,4.84
CHEMBL1200871,13.12,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,EUbOPEN Chemogenomic Library,"PDSP Secondary Binding target: CHRM2 - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.",B,Homo sapiens,,,2024.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.88,475.58,5.34
CHEMBL298612,50118.72,Cn1cc(C(=O)C(=O)N[C@@H]2CN3CCC2CC3)c2ccccc21,Scientific Literature,Binding affinity against Muscarinic M2 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,1995.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.3,311.38,1.57
CHEMBL355851,39810.72,CN(C)CCNC(=O)C1=C(Cc2cccnc2)c2ccccc2C1,Scientific Literature,Binding affinity towards cloned human muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]N-methylscopolamine,B,,,J Med Chem,2003.0,Muscarinic acetylcholine receptor M2,Ki,nM,4.4,321.42,2.31
CHEMBL349720,0.6,C[C@@H]1CN(C2CCN(C(=O)c3ccccc3)CC2)CCN1[C@@H](C)c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1,Scientific Literature,Binding affinity against human muscarinic acetylcholine receptor M2 using [3H]N-methylscopolamine as radioligand,B,,,Bioorg Med Chem Lett,2002.0,Muscarinic acetylcholine receptor M2,Ki,nM,9.22,575.73,4.62
CHEMBL3350063,100000.0,C[C@H]1O[C@@H]([C@H]2CCCN2C)C[S@+]1[O-],Scientific Literature,Binding affinity to cloned human muscarinic M2 receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2006.0,Muscarinic acetylcholine receptor M2,Ki,nM,,203.31,0.57
CHEMBL282424,10000.0,Fc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,Scientific Literature,Binding affinity to cloned Muscarinic acetylcholine receptor M1,B,,,Bioorg Med Chem Lett,2001.0,Muscarinic acetylcholine receptor M2,Ki,nM,,310.38,3.02
CHEMBL611476,71.2,CC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,Scientific Literature,Compound was evaluated for displacement of [3H]-QNB from human Muscarinic m2 receptor in CHO cells.,B,,,Bioorg Med Chem Lett,1996.0,Muscarinic acetylcholine receptor M2,Ki,nM,7.15,350.42,3.04
