Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL225230,1510.0,CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Scientific Literature,Affinity towards Dopamine receptor D1,B,Cercopithecidae,,J Med Chem,1998.0,Dopamine D1 receptor,Ki,nM,5.82,295.38,3.63
CHEMBL323356,10000.0,Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1,Scientific Literature,The binding affinity (pKi) measured against Dopamine receptor D1 using [3H]-SCH- 23390 as radioligand,B,,,J Med Chem,1995.0,Dopamine D1 receptor,Ki,nM,,286.36,3.59
CHEMBL380330,28.5,COc1ccc2c(c1)CCN(C)CCc1ccccc1C2,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in CHO cells by scintillation counting,B,Homo sapiens,,Bioorg Med Chem,2009.0,Dopamine D1 receptor,Ki,nM,7.54,281.4,3.32
CHEMBL3613876,160.0,O=Cc1cnn2ccc(-n3cc(CCN4CCN(c5cccc(Cl)c5Cl)CC4)nn3)cc12,Scientific Literature,Displacement of [3H]SCH23990 from human dopamine D1 receptor expressed in CHO cell membranes by radioligand competition binding assay,B,Homo sapiens,,Bioorg Med Chem,2015.0,Dopamine D1 receptor,Ki,nM,6.8,470.36,3.4
CHEMBL53,72.0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in Ltk deficient fibroblast cells by liquid scintillation counting,B,,,Bioorg Med Chem,2009.0,Dopamine D1 receptor,Ki,nM,7.14,267.33,2.85
CHEMBL3290012,3.3,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,Scientific Literature,Displacement of [3H]SCH23390 from human recombinant D1 receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2014.0,Dopamine D1 receptor,Ki,nM,8.48,487.62,5.12
CHEMBL3217984,25.12,CN1CCC2C(C1)c1cccc3c1N2c1ccccc1CS3,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin) by PDSP assay,B,Homo sapiens,,Medchemcomm,2012.0,Dopamine D1 receptor,Ki,nM,7.6,308.45,4.23
CHEMBL1209157,1000.0,COc1ccc(OC)c(C2CCN(Cc3cnn(-c4ccccc4F)c3C)C2)c1,Scientific Literature,Binding affinity to dopamine D1 receptor,B,,,Bioorg Med Chem Lett,2010.0,Dopamine D1 receptor,Ki,nM,,395.48,4.33
CHEMBL3590084,2200.0,CCCN(CCNC(=O)/C=C/c1ccc(F)cc1)C1Cc2ccccc2C1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cell membranes,B,Homo sapiens,,Bioorg Med Chem,2015.0,Dopamine D1 receptor,Ki,nM,5.66,366.48,3.83
CHEMBL2420774,10000.0,Oc1ccccc1N1CCN(Cc2cccs2)CC1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2013.0,Dopamine D1 receptor,Ki,nM,,274.39,2.78
CHEMBL370128,10000.0,COc1ccc(NC(=O)N2CCN(c3ccccc3Cl)CC2)cc1N1CCN(C)CC1,Scientific Literature,Affinity towards cloned Dopamine receptor D1,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Dopamine D1 receptor,Ki,nM,,443.98,3.45
CHEMBL199876,544.4,O=c1[nH]c2[nH]c(-c3ccc(Cl)cc3)cc2c(=O)n1CCN1CCN(c2ccccc2Cl)CC1,Scientific Literature,Binding affinity to dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,6.26,484.39,3.81
CHEMBL2314733,5000.0,COc1ccc2c(c1O)CN1CCc3cc4c(cc3[C@H]1C2)OCO4,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor (unknown origin) expressed in human HEK293 cells by liquid scintillation counter,B,Homo sapiens,,Bioorg Med Chem,2013.0,Dopamine D1 receptor,Ki,nM,,325.36,2.79
CHEMBL522746,443.0,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor (unknown origin) expressed in human HEK293 cells by liquid scintillation counter,B,Homo sapiens,,Bioorg Med Chem,2013.0,Dopamine D1 receptor,Ki,nM,6.35,341.41,3.07
CHEMBL2057457,28.9,COc1cc2c(cc1O)[C@@H]1Cc3cc(C)cc(C)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor (unknown origin) expressed in human HEK293 cells by liquid scintillation counter,B,Homo sapiens,,Bioorg Med Chem,2013.0,Dopamine D1 receptor,Ki,nM,7.54,309.41,3.67
CHEMBL42,53.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,7.28,326.83,3.72
CHEMBL4064759,7700.0,CN1CCN(c2ccc(O)c3c2OCCO3)CC1,Scientific Literature,Displacement of [3H]SCH23390 from human D1R expressed in HEK293T cell membranes,B,Homo sapiens,,Bioorg Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,5.11,250.3,0.92
CHEMBL4084712,20000.0,CN1CCCN(c2ccc(O)c3c2OCC(=O)N3)CC1,Scientific Literature,Displacement of [3H]SCH23390 from human D1R expressed in HEK293T cell membranes,B,Homo sapiens,,Bioorg Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,,277.32,0.86
CHEMBL4068561,20000.0,O=c1ccc2c(N3CCN(CCCCOc4ccn5ncc(/C=N/O)c5c4)CC3)ccc(O)c2[nH]1,Scientific Literature,Displacement of [3H]SCH23390 from human D1R expressed in HEK293T cell membranes,B,Homo sapiens,,Bioorg Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,,476.54,2.67
CHEMBL4095881,11000.0,O=Cc1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5c4OCCO5)CC3)cc12,Scientific Literature,Displacement of [3H]SCH23390 from human D1R expressed in HEK293T cell membranes,B,Homo sapiens,,Bioorg Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,4.96,452.51,2.6
CHEMBL2298804,1000.0,FC(F)(F)c1cccc(N2CCN(CCOc3ccc4nn[nH]c4c3)CC2)c1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Med Chem Res,2013.0,Dopamine D1 receptor,Ki,nM,,391.4,3.18
CHEMBL2299000,1000.0,O=c1[nH]c2ccc(OCCN3CCN(c4ccccc4)CC3)cc2[nH]1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Med Chem Res,2013.0,Dopamine D1 receptor,Ki,nM,,338.41,2.06
CHEMBL201093,10.7,CN1CCc2ccccc2Cc2ccsc2CC1,Scientific Literature,Inhibition of binding to human D1 receptor expressed in HEK 293 cells by radioligand binding assay,B,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,7.97,257.4,3.37
CHEMBL4087187,470.0,COc1ccccc1N1CCN(CCCCOc2ccn3nc(C=O)cc3c2)CC1,Scientific Literature,Displacement of [3H]SCH23390 from human Dopamine D1 receptor expressed in HEK293T cell membranes after 2 hrs by scintillation counting analysis,B,Homo sapiens,,J Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,6.33,408.5,3.14
CHEMBL62,0.11,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor,B,Homo sapiens,,J Med Chem,2011.0,Dopamine D1 receptor,Ki,nM,9.96,287.79,3.67
CHEMBL3792731,10000.0,Clc1ccc(CN2CCO[C@H](CSc3ccccc3)C2)cc1,Scientific Literature,Displacement of [3H]-SCH-23390 from human recombinant dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2016.0,Dopamine D1 receptor,Ki,nM,,333.88,4.33
CHEMBL245570,0.5623,CN1CCc2ccccc2Cc2[nH]c3ccc(O)cc3c2CC1,Scientific Literature,Displacement of [3H]SCH23390 from human cloned dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Dopamine D1 receptor,Ki,nM,9.25,306.41,3.49
CHEMBL467094,895.0,COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4,Scientific Literature,Displacement of [3H]SCH233930 from human dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Dopamine D1 receptor,Ki,nM,6.05,339.39,3.18
CHEMBL4092441,4700.0,O=c1ccc2c(N3CCN(CCCCOc4ccn5nccc5c4)CC3)ccc(O)c2[nH]1,Scientific Literature,Displacement of [3H]SCH23390 from human D1R expressed in HEK293T cell membranes by radioligand binding assay,B,Homo sapiens,,J Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,5.33,433.51,2.86
CHEMBL2335739,3340.0,COc1ccc2c(c1)CCN1CC[C@@](O)(c3ccc(Cl)cc3)C[C@H]21,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor (unknown origin) expressed in CHO cell membranes after 60 mins,B,Homo sapiens,,Bioorg Med Chem Lett,2013.0,Dopamine D1 receptor,Ki,nM,5.48,343.85,3.93
CHEMBL213372,22.0,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccon3)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.66,436.9,3.45
CHEMBL376928,150.0,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)C3CCC3)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,6.82,423.95,3.95
CHEMBL212486,86.0,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)C(F)(F)F)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.07,437.85,3.71
CHEMBL216439,163.5,CN1CCCc2c([nH]c3ccccc23)Cc2ccccc2CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human D1 dopamine receptor expressed in HEK293 cells,B,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,6.79,304.44,4.18
CHEMBL1086789,2101.0,c1ccc2c(c1)CCN1CCc3[nH]c4ccccc4c3C21,Scientific Literature,Displacement of [3H]SCH23390 from human recombinant dopamine D1 receptor expressed in HEK293 cells by microplate scintillation counting,B,Homo sapiens,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,5.68,274.37,3.67
CHEMBL1087300,4.2,CN1CCc2ccccc2Cc2c[nH]c3cccc(c23)CC1,Scientific Literature,Displacement of [3H]SCH23390 from human recombinant dopamine D1 receptor expressed in HEK293 cells by microplate scintillation counting,B,Homo sapiens,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,8.38,290.41,3.79
CHEMBL4208744,610.0,O=C(NCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1)c1ccccn1,Scientific Literature,Displacement of [3H]SCH-23390 from human recombinant dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,6.21,379.29,2.94
CHEMBL1940418,238.0,Fc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor by PDSP assay,B,Homo sapiens,,Bioorg Med Chem,2014.0,Dopamine D1 receptor,Ki,nM,6.62,313.42,3.37
CHEMBL83,4251.0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,5.37,371.52,6.0
CHEMBL4226226,10000.0,CN(C)c1ccc(C(=O)NCCCCN2CCC(c3cccc(O)c3)C2)cc1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293T cell membranes by radioligand binding assay,B,Homo sapiens,,Bioorg Med Chem Lett,2018.0,Dopamine D1 receptor,Ki,nM,,381.52,3.46
CHEMBL216258,2.042,CN1CCCc2ccccc2Cc2[nH]c3ccccc3c2CC1,Scientific Literature,Displacement of [3H]SCH23390 from human cloned dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Dopamine D1 receptor,Ki,nM,8.69,304.44,4.18
CHEMBL3697607,354.0,Cc1cc(Oc2ncc(Cl)c(C)c2Cl)ccc1-c1c(C)cnc(=O)n1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,6.45,390.27,4.87
CHEMBL3697608,337.0,Cc1cc(Oc2ncccc2C(F)(F)F)ccc1-c1c(C)cnc(=O)n1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,6.47,375.35,4.27
CHEMBL3697610,109.0,Cc1cc(Oc2ncccc2C2CC2)ccc1-c1c(C)cnc(=O)n1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,6.96,347.42,4.13
CHEMBL2299004,1000.0,COc1ccc(N2CCN(CCOc3ccc4[nH]c(=O)[nH]c4c3)CC2)cc1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Med Chem Res,2013.0,Dopamine D1 receptor,Ki,nM,,368.44,2.07
CHEMBL2299003,1000.0,COc1cccc(N2CCN(CCOc3ccc4[nH]c(=O)[nH]c4c3)CC2)c1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Med Chem Res,2013.0,Dopamine D1 receptor,Ki,nM,,368.44,2.07
CHEMBL2298815,1000.0,Clc1ccc(N2CCN(CCCc3ccc4nc[nH]c4c3)CC2)cc1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Med Chem Res,2013.0,Dopamine D1 receptor,Ki,nM,,354.88,3.97
CHEMBL4520788,717.65,CNCc1ccccc1-c1csc([C@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,SGC Frankfurt - Donated Chemical Probes,GPCRScan assay: inhibition of D1,B,Homo sapiens,,,2021.0,Dopamine D1 receptor,Ki,nM,6.14,448.59,5.58
CHEMBL24077,73.0,Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2,Scientific Literature,Agonist activity at dopamine D1 receptor (unknown origin),B,Homo sapiens,,ACS Med Chem Lett,2014.0,Dopamine D1 receptor,Ki,nM,7.14,255.32,2.38
CHEMBL508112,595.0,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,6.22,332.5,5.71
CHEMBL4646927,726.0,COc1cc2c3c(c1OC)-c1cc([N+](=O)[O-])ccc1CC3N(C)CC2,Scientific Literature,Binding affinity to human D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2020.0,Dopamine D1 receptor,Ki,nM,6.14,340.38,3.36
CHEMBL441618,1.9,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,Scientific Literature,Displacement of [3H]SCH-23390 from human cloned D1 dopamine receptor incubated for 90 mins by radioligand binding assay,B,Homo sapiens,,Medchemcomm,2015.0,Dopamine D1 receptor,Ki,nM,8.72,290.41,3.79
CHEMBL479,97.0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,7.01,370.59,5.89
CHEMBL5403404,690.0,CCCN1CCN(c2ccc3c(c2)C(N(C)C(=O)OCc2ccccc2)CCC3)CC1,Scientific Literature,Binding affinity to human dopamine D1 receptor assessed as inhibition constant,B,Homo sapiens,,Eur J Med Chem,2022.0,Dopamine D1 receptor,Ki,nM,6.16,421.59,4.86
CHEMBL5399166,53.0,CCCCOc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH-23390 from human dopamine D1 receptor assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,7.28,369.46,3.94
CHEMBL3986624,25.25,COc1ccc(OC)c2c1C[C@H]1c3cc4c(cc3CCN1C2)OCCO4,BindingDB Patent Bioactivity Data,"Reception Binding Assay: Different concentrations (10^â5 M-10^â11 M) of the compound of the invention and corresponding isotope receptor ligand as well as receptor protein were loaded into the reaction tube and incubated in 30Â° C. water bath for 60 minutes. The reaction was terminated in a refrigerator. The reaction mixture was put in a Millipore filter (millipore) cell sample collector, filtered through suction filtration using GF/C glass fiber filter paper, and dried. The resulting sample was placed into 0.5 mL tube. 500 Î¼L liquid scintillation fluid was added and intensity of radioactivity was determined by counting. For dopamine D1 receptor: isotope receptor ligands [3H] SCH23390 (85.0 Ci/mmol) (D1-selective, purchased from Amersham Corporation), D1 receptor protein expressed in HEK-293 cells; For D2 dopamine receptor: isotope receptor ligands [3H] Spiperone (77.0 Ci/mmol) (D2-selective, purchased from Amersham Corporation); D2 receptor protein expressed in HEK-293 cells; For 5-HT1A receptor: isotope receptor ligands [3H] 8-OH-DPAT; 5-HT1A receptor protein expressed in HEK-293 cells; For 5-HT2A receptor: isotope receptor ligands [3H]-Ketanserin; 5-HT2A receptor protein expressed in HEK-293 cells.",B,,,,2016.0,Dopamine D1 receptor,Ki,nM,7.6,353.42,3.13
CHEMBL2057441,64.12,COc1cc2c(c(OC)c1)CN1CCc3cc(OC)c(OC)cc3[C@@H]1C2,BindingDB Patent Bioactivity Data,"Reception Binding Assay: Different concentrations (10^â5 M-10^â11 M) of the compound of the invention and corresponding isotope receptor ligand as well as receptor protein were loaded into the reaction tube and incubated in 30Â° C. water bath for 60 minutes. The reaction was terminated in a refrigerator. The reaction mixture was put in a Millipore filter (millipore) cell sample collector, filtered through suction filtration using GF/C glass fiber filter paper, and dried. The resulting sample was placed into 0.5 mL tube. 500 Î¼L liquid scintillation fluid was added and intensity of radioactivity was determined by counting. For dopamine D1 receptor: isotope receptor ligands [3H] SCH23390 (85.0 Ci/mmol) (D1-selective, purchased from Amersham Corporation), D1 receptor protein expressed in HEK-293 cells; For D2 dopamine receptor: isotope receptor ligands [3H] Spiperone (77.0 Ci/mmol) (D2-selective, purchased from Amersham Corporation); D2 receptor protein expressed in HEK-293 cells; For 5-HT1A receptor: isotope receptor ligands [3H] 8-OH-DPAT; 5-HT1A receptor protein expressed in HEK-293 cells; For 5-HT2A receptor: isotope receptor ligands [3H]-Ketanserin; 5-HT2A receptor protein expressed in HEK-293 cells.",B,,,,2016.0,Dopamine D1 receptor,Ki,nM,7.19,355.43,3.38
CHEMBL3897805,23.65,COc1ccc(OC)c2c1C[C@H]1c3cc4c(cc3CCN1C2)OCO4,BindingDB Patent Bioactivity Data,"Radioligand Binding Assay: The affinity of compounds to D1 and D2 dopamine receptors were determined by competition binding assays. Membrane homogenates of HEK293T cells were stably transfected with D1, or D2 receptors. Duplicated tubes were incubated at 30Â° C. for 50 mins (for D1, and D2) with increasing concentrations of respective compound and with [3H]SCH23390 (for D1 dopamine receptors), or [3H]Spiperone (for dopamine D2 receptor) in a final volume of 200 Î¼L binding buffer containing 50 mM Tris, 4 mM MgCl2, pH 7.4. Nonspecific binding was determined by parallel incubations with either 10 Î¼M SCH23390 for D1, or Spiperone for D2 receptors respectively. The reaction was started by addition of membranes (15 ng/tube) and stopped by rapid filtration through Whatman GF/B glassfiber filter and subsequently washed with cold buffer (50 mM Tris, 5 mM EDTA, pH 7.4) using a Brandel 24-well cell harvester. Scintillation cocktail was added and the radioactivity was determined in a MicroBeta liquid scintillation counter.",B,,,,2016.0,Dopamine D1 receptor,Ki,nM,7.63,339.39,3.09
CHEMBL155596,3.0,CCCN(CCC)[C@H]1CCc2c(ccc(O)c2O)C1,Scientific Literature,Agonist activity at dopamine D1 receptor (unknown origin),F,Homo sapiens,,Eur J Med Chem,2022.0,Dopamine D1 receptor,Ki,nM,8.52,263.38,3.08
CHEMBL305660,596.5,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,6.22,469.67,7.22
CHEMBL4442408,1758.0,CCCN(CCCCNC(=O)c1ccc(-c2ccccn2)cc1)CC1CC1c1cc(F)ccc1OC.Cl,Scientific Literature,Displacement of [3H]-SCH23390 from recombinant human D1 receptor transiently expressed in HEKT cell membranes measured after 90 mins by microbeta scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Dopamine D1 receptor,Ki,nM,5.75,526.1,5.92
CHEMBL4448853,584.3,CCN(CCCSc1nnc(-c2ccccc2)n1C)CC1CC1c1cc(F)ccc1OCCF.Cl,Scientific Literature,Displacement of [3H]-SCH23390 from recombinant human D1 receptor transiently expressed in HEKT cell membranes measured after 90 mins by microbeta scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Dopamine D1 receptor,Ki,nM,6.23,523.09,5.58
CHEMBL59,192.0,NCCc1ccc(O)c(O)c1,Scientific Literature,Binding affinity to displace [3H]- SCH 23390 against Dopamine receptor D1,B,,,J Med Chem,1990.0,Dopamine D1 receptor,Ki,nM,6.72,153.18,0.6
CHEMBL1112,1000.0,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin) by PDSP assay,B,Homo sapiens,,Medchemcomm,2012.0,Dopamine D1 receptor,Ki,nM,6.0,448.39,4.86
CHEMBL3896617,1003.72,COc1ccc2c(c1)CCN1Cc3c(cc(OC)c(OC)c3OC)CC21,BindingDB Patent Bioactivity Data,"Reception Binding Assay: Different concentrations (10^â5 M-10^â11 M) of the compound of the invention and corresponding isotope receptor ligand as well as receptor protein were loaded into the reaction tube and incubated in 30Â° C. water bath for 60 minutes. The reaction was terminated in a refrigerator. The reaction mixture was put in a Millipore filter (millipore) cell sample collector, filtered through suction filtration using GF/C glass fiber filter paper, and dried. The resulting sample was placed into 0.5 mL tube. 500 Î¼L liquid scintillation fluid was added and intensity of radioactivity was determined by counting. For dopamine D1 receptor: isotope receptor ligands [3H] SCH23390 (85.0 Ci/mmol) (D1-selective, purchased from Amersham Corporation), D1 receptor protein expressed in HEK-293 cells; For D2 dopamine receptor: isotope receptor ligands [3H] Spiperone (77.0 Ci/mmol) (D2-selective, purchased from Amersham Corporation); D2 receptor protein expressed in HEK-293 cells; For 5-HT1A receptor: isotope receptor ligands [3H] 8-OH-DPAT; 5-HT1A receptor protein expressed in HEK-293 cells; For 5-HT2A receptor: isotope receptor ligands [3H]-Ketanserin; 5-HT2A receptor protein expressed in HEK-293 cells.",B,,,,2016.0,Dopamine D1 receptor,Ki,nM,6.0,355.43,3.38
CHEMBL487387,12.29,COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from D1 receptor (unknown origin) transfected in HEK293T cells after 50 mins by liquid scintillation counting analysis,B,Homo sapiens,,Bioorg Med Chem,2014.0,Dopamine D1 receptor,Ki,nM,7.91,327.38,2.77
CHEMBL460402,1000.0,CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)c1ccc(OCCCN2CCCCC2)cc1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Dopamine D1 receptor,Ki,nM,,508.71,6.63
CHEMBL270299,2206.0,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,5.66,249.34,2.8
CHEMBL389357,28.18,COc1ccc2c(c1)CCCN(C)CCc1ccccc1C2,Scientific Literature,Displacement of [3H]SCH23390 from human cloned dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Dopamine D1 receptor,Ki,nM,7.55,295.43,3.71
CHEMBL303993,6.607,CN1CCc2cc(Cl)c(O)cc2[C@@H]1c1ccccc1,Scientific Literature,Binding potency of compound for Dopamine receptor D1 by displacing [3H]SCH-23390 radioligand,B,,,J Med Chem,1989.0,Dopamine D1 receptor,Ki,nM,8.18,273.76,3.62
