Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL3671284,28.3,Cc1ncnc(C#N)c1-c1ccc(Oc2nccc3[nH]ccc23)cc1F,BindingDB Patent Bioactivity Data,"Receptor Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor. D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium condition.",B,,,,2014.0,Dopamine D1 receptor,Ki,nM,7.55,345.34,4.13
CHEMBL607559,10000.0,Cc1cc2ccc3c(c2o1)-c1cccc2c1[C@@H](C3)N(C)CC2,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,,289.38,4.49
CHEMBL596885,10000.0,C#CCOc1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,,289.38,3.45
CHEMBL597882,10000.0,CCCN1CCc2cccc3c2[C@H]1Cc1ccc2c(C)c(C)oc2c1-3,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,,331.46,5.58
CHEMBL596678,10000.0,CC#CCOc1cccc2c1-c1cccc3c1[C@@H](C2)N(CCC)CC3,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,,331.46,4.62
CHEMBL210514,1620.0,COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c1ccc(Oc2cc3c(cc2C)CCC3(C)C)o1,Scientific Literature,Binding affinity to human D1 receptor,B,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,5.79,565.67,4.8
CHEMBL201525,4.5,CN1CCc2ccccc2Cc2ccccc2CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human cloned dopamine D1 receptor expressed in HEK 293 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007.0,Dopamine D1 receptor,Ki,nM,8.35,251.37,3.31
CHEMBL212383,7.8,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3N3CCCCC3)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,8.11,529.09,5.45
CHEMBL378914,28.0,CCOc1c(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)sc2ccccc12,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.55,546.1,6.08
CHEMBL379874,14.0,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccs3)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.85,451.98,4.52
CHEMBL425069,1.6,COc1cccc(OC)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,8.8,506.01,4.48
CHEMBL213793,3.0,Cc1cccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)c1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,8.52,459.98,4.77
CHEMBL378886,68.0,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(C(F)(F)F)cc3)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.17,513.95,5.48
CHEMBL379757,98.0,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)C(C)(C)C)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.01,425.96,4.19
CHEMBL383869,494.0,CC(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,6.31,383.88,3.17
CHEMBL215140,280.0,CN1CCN(C2=Nc3cc(Cl)ccc3N(N)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,6.55,341.85,2.99
CHEMBL517407,248.0,CN(CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21)Cc1ccc(OCCCN2CCCCC2)cc1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Dopamine D1 receptor,Ki,nM,6.61,533.18,8.01
CHEMBL464811,866.0,Clc1ccc2c(c1)N=C(N1CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC1)c1ccccc1N2,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Dopamine D1 receptor,Ki,nM,6.06,544.14,6.55
CHEMBL455288,203.0,O=C(OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1)c1ccc(OCCCN2CCCCC2)cc1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Dopamine D1 receptor,Ki,nM,6.69,682.85,7.43
CHEMBL574700,551.0,COc1ccccc1N1CCN(CCCc2cn(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,Bioorg Med Chem,2009.0,Dopamine D1 receptor,Ki,nM,6.26,610.8,4.84
CHEMBL275379,240.0,Cc1cnc2c(c1)[C@@H]1c3cc(O)c(O)cc3CC[C@H]1NC2,Scientific Literature,Binding affinity to Dopamine receptor D1 by using radioligand [125I]SCH-23982 in HEK cells,B,,,Bioorg Med Chem Lett,1999.0,Dopamine D1 receptor,Ki,nM,6.62,282.34,2.35
CHEMBL5209344,10000.0,Cn1ncc2cc(CN3CCC(OCc4ccc(F)c(F)c4)CC3)ccc21,Scientific Literature,Displacement of [3H]SCH23390 from D1 receptor in HEK293 cell membrane assessed as inhibition constant,B,Homo sapiens,,Eur J Med Chem,2022.0,Dopamine D1 receptor,Ki,nM,,371.43,4.03
CHEMBL5274285,2373.0,Fc1ccc(CN2CCCC23CCN(Cc2cc4ccc(Cl)cc4[nH]2)C3)cc1F,Scientific Literature,Displacement of [3H]SCH23390 from D1 receptor in HEK293 cell membrane assessed as inhibition constant,B,Homo sapiens,,Eur J Med Chem,2022.0,Dopamine D1 receptor,Ki,nM,5.62,415.92,5.34
CHEMBL2298827,1000.0,S=c1[nH]c2ccc(OCCN3CCN(c4ccccc4)CC3)cc2[nH]1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Med Chem Res,2013.0,Dopamine D1 receptor,Ki,nM,,354.48,3.43
CHEMBL2298821,1000.0,COc1ccc(N2CCN(CCCc3ccc4[nH]c(=S)[nH]c4c3)CC2)cc1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Med Chem Res,2013.0,Dopamine D1 receptor,Ki,nM,,382.53,3.99
CHEMBL5395401,1443.0,CCN(CC)CCCC(C)Nc1cnc(C(=O)Nc2ccc(Cl)c3cccnc23)cn1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin) assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,5.84,440.98,4.85
CHEMBL5431371,5474.0,CCN(CC)CCCC(C)Nc1cnc(C(=O)Nc2cc(F)cc3cccnc23)cn1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin) assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,5.26,424.52,4.34
CHEMBL1242950,1000.0,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,Scientific Literature,Binding affinity to human dopamine D1 receptor by radioligand displacement assay,B,Homo sapiens,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,,301.47,4.86
CHEMBL384500,11.0,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccnc3Cl)c3ccccc32)CC1,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.96,481.39,4.51
CHEMBL597881,10000.0,CCCN1CCc2cccc3c2[C@H]1Cc1ccc2cc(C)oc2c1-3,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,,317.43,5.27
CHEMBL599080,10000.0,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OCC=C(C)C)c1-3,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,,347.5,5.56
CHEMBL119455,61.0,CN1CCc2cccc3c2[C@H]1Cc1cccc(O)c1-3,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,J Med Chem,2010.0,Dopamine D1 receptor,Ki,nM,7.21,251.33,3.14
CHEMBL602052,5.8,CCS(=O)(=O)Nc1cccc2c1CC[C@H]1[C@H]2c2cc(O)c(Cl)cc2CCN1C,Scientific Literature,Binding affinity to dopamine D1 receptor,B,,,Bioorg Med Chem Lett,2010.0,Dopamine D1 receptor,Ki,nM,8.24,420.96,3.74
CHEMBL5425375,68.0,CCCCOc1c(O)ccc2c1CN1CCc3cc(OCCC)c(O)cc3[C@@H]1C2,Scientific Literature,Displacement of [3H]SCH-23390 from human dopamine D1 receptor assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,7.17,397.52,4.72
CHEMBL443843,10000.0,COc1ccc2c(c1)CCCN1CCCc3ccccc3C21,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor,B,Homo sapiens,,J Med Chem,2007.0,Dopamine D1 receptor,Ki,nM,,293.41,3.98
CHEMBL389357,29.4,COc1ccc2c(c1)CCCN(C)CCc1ccccc1C2,Scientific Literature,Displacement of [3H]SCH 23390 from human dopamine D1 receptor,B,Homo sapiens,,J Med Chem,2007.0,Dopamine D1 receptor,Ki,nM,7.53,295.43,3.71
CHEMBL5398357,111.0,CCCCCCOc1c(O)cc(Br)c2c1CN1CCc3cc(OCCC)c(O)cc3[C@@H]1C2,Scientific Literature,Displacement of [3H]SCH-23390 from human dopamine D1 receptor assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,6.96,504.47,6.26
CHEMBL4475406,4898.0,CCCN(CCCCNC(=O)c1ccc(-c2ccccn2)cc1)C[C@@H]1C[C@H]1c1cc(F)ccc1OC.Cl,Scientific Literature,Displacement of [3H]-SCH23390 from recombinant human D1 receptor transiently expressed in HEKT cell membranes measured after 90 mins by microbeta scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Dopamine D1 receptor,Ki,nM,5.31,526.1,5.92
CHEMBL4456007,891.0,CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1cccc(Cl)c1Cl.Cl,Scientific Literature,Displacement of [3H]-SCH23390 from recombinant human D1 receptor transiently expressed in HEKT cell membranes measured after 90 mins by microbeta scintillation counting method,B,Homo sapiens,,J Med Chem,2020.0,Dopamine D1 receptor,Ki,nM,6.05,508.92,6.5
CHEMBL5404054,5390.0,CCc1cccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)c4ccnc5ccccc45)CC3)CC2)c1Cl,Scientific Literature,Displacement of [3H]-SCH23390 from D1 receptor in HEK293 cell membranes by scintillation counting method,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,5.27,505.11,5.95
CHEMBL5409134,10000.0,CCc1cc(Cl)c(OC)c(N2CCN(CC[C@H]3CC[C@H](NC(=O)N(C)C)CC3)CC2)c1,Scientific Literature,Displacement of [3H]-SCH23390 from D1 receptor in HEK293 cell membranes by scintillation counting method,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,,451.06,4.25
CHEMBL85,620.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Scientific Literature,Binding affinity towards human Dopamine receptor D1,B,,,J Med Chem,2004.0,Dopamine D1 receptor,Ki,nM,6.21,410.49,3.59
CHEMBL17157,1337.0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,5.87,471.69,6.45
CHEMBL379875,31.0,COc1cc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc(OC)c1OC,Scientific Literature,Displacement of [3H]SCH 23390 from dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.51,536.03,4.49
CHEMBL215885,47.0,COc1ccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1,Scientific Literature,Displacement of [3H]SCH 23390 from dopamine D1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,7.33,475.98,4.47
CHEMBL2062856,7000.0,CCN(CC)[C@@H]1[C@@H](CO)[C@H]2CN(Cc3ccccc3)[C@H](c3ccc(Br)cc3)[C@H]21,Scientific Literature,Displacement of [3H]SCH23390 from human D1 receptor expressed in HEK293 cells,B,Homo sapiens,,Eur J Med Chem,2012.0,Dopamine D1 receptor,Ki,nM,5.16,443.43,4.57
CHEMBL2062857,8000.0,CCN(CC)[C@H]1[C@H](CO)[C@@H]2CN(Cc3ccccc3)[C@@H](c3ccc(Br)cc3)[C@@H]21,Scientific Literature,Displacement of [3H]SCH23390 from human D1 receptor expressed in HEK293 cells,B,Homo sapiens,,Eur J Med Chem,2012.0,Dopamine D1 receptor,Ki,nM,5.1,443.43,4.57
CHEMBL298612,100000.0,Cn1cc(C(=O)C(=O)N[C@@H]2CN3CCC2CC3)c2ccccc21,Scientific Literature,Binding affinity against Dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,1995.0,Dopamine D1 receptor,Ki,nM,,311.38,1.57
CHEMBL53294,8.1,CCCN1CCc2cc(OC)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Scientific Literature,Binding affinity to dopamine D1 receptor high binding site by radioligand displacement assay,B,,,ACS Med Chem Lett,2011.0,Dopamine D1 receptor,Ki,nM,8.09,325.41,3.64
CHEMBL5399933,1014.0,CCCCCCOc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OCCCCCC)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH-23390 from human dopamine D1 receptor assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,5.99,467.65,6.67
CHEMBL43383,740.29,CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,EUbOPEN Chemogenomic Library,"PDSP Secondary Binding target: DRD1 - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.",B,Homo sapiens,,,2024.0,Dopamine D1 receptor,Ki,nM,6.13,463.63,4.54
CHEMBL404352,1810.0,CC1(c2cccc(O)c2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O,Scientific Literature,Displacement of [3H]SCH-23390 from human cloned dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Dopamine D1 receptor,Ki,nM,5.74,336.17,3.79
CHEMBL5438487,58.0,CCCOc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OCCC)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH-23390 from human dopamine D1 receptor assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,7.24,383.49,4.33
CHEMBL5396616,154.0,CCCOc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OCCOCC)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH-23390 from human dopamine D1 receptor assessed as inhibition constant,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,6.81,413.51,3.96
CHEMBL1672303,5000.0,CCCN1CCc2cc(OCCCF)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Scientific Literature,Binding affinity to dopamine D1 receptor low binding site by radioligand displacement assay,B,,,ACS Med Chem Lett,2011.0,Dopamine D1 receptor,Ki,nM,,371.45,4.37
CHEMBL370364,388.7,Cc1ccc(-c2cc3c(=O)n(CCN4CCN(c5ccccc5Cl)CC4)c(=O)[nH]c3[nH]2)cc1,Scientific Literature,Binding affinity to dopamine D1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Dopamine D1 receptor,Ki,nM,6.41,463.97,3.47
CHEMBL5422870,22.0,COCCOCCOc1ccc(NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c(-c2ccccc2)c1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293T cells assessed as inhibition constant by competition binding assay,B,Homo sapiens,,J Med Chem,2023.0,Dopamine D1 receptor,Ki,nM,7.66,562.71,4.74
CHEMBL204098,9.3,CN1CCc2ccccc2Cc2cc(N)c(O)cc2CC1,Scientific Literature,Displacement of [3H]SCH 23390 from D1 dopamine receptor,B,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,8.03,282.39,2.6
CHEMBL1684129,910.0,CCCN1CCc2cccc3c2C1Cc1cccc(OCCCN(CCCN2CCN(c4ccccc4OC)CC2)S(C)(=O)=O)c1-3,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in human HEK293 cells by liquid scintillation counter,B,,,Bioorg Med Chem,2011.0,Dopamine D1 receptor,Ki,nM,6.04,646.9,5.47
CHEMBL201393,10000.0,c1ccc(C2CCN3CCc4c([nH]c5ccccc45)C23)cc1,Scientific Literature,Inhibition of binding to human D1 receptor expressed in HEK 293 cells by functional calcium assay,F,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,,288.39,4.25
CHEMBL1672288,10000.0,N#Cc1cc(F)cc(C#Cc2csc(F)n2)c1,Scientific Literature,Binding affinity to dopamine D1 receptor,B,,,J Med Chem,2011.0,Dopamine D1 receptor,Ki,nM,,246.24,2.69
CHEMBL964,1079.0,CCN(CC)C(=S)SSC(=S)N(CC)CC,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,5.97,296.55,3.62
CHEMBL1909065,1454.0,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C,DrugMatrix,DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),B,,,,,Dopamine D1 receptor,Ki,nM,5.84,917.14,4.32
CHEMBL585741,221.0,Cc1cccc(C2CN(CCCc3cn(CCCN4CCN(c5nsc6ccccc56)CC4)nn3)CCc3cc(O)c(O)cc32)c1,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting,B,,,Bioorg Med Chem,2009.0,Dopamine D1 receptor,Ki,nM,6.66,637.85,5.44
CHEMBL3697584,94.9,Cc1cc(Oc2ncccc2OC(F)(F)F)ccc1-c1c(C)n[nH]c(=O)c1C,BindingDB Patent Bioactivity Data,"Competition Binding Assay: The affinity of the compounds described herein was determined by competition binding assays similar to those described in Ryman-Rasmussen et al., Differential activation of adenylate cyclase and receptor internalization by novel dopamine D1 receptor agonists, Molecular Pharmacology 68(4):1039-1048 (2005). This radioligand binding assay used [3H]-SCH23390, a radiolabeled D1 ligand, to evaluate the ability of a test compound to compete with the radioligand when binding to a D1 receptor.D1 binding assays were performed using over-expressing LTK human cell lines. To determine basic assay parameters, ligand concentrations were determined from saturation binding studies where the Kd for [3H]-SCH23390 was found to be 1.3 nM. From tissue concentration curve studies, the optimal amount of tissue was determined to be 1.75 mg/mL per 96 well plate using 0.5 nM of [3H]-SCH23390. These ligand and tissue concentrations were used in time course studies to determine linearity and equilibrium.",B,,,,2015.0,Dopamine D1 receptor,Ki,nM,7.02,391.35,4.45
CHEMBL2335737,5.5,Cc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(Cl)cc3)CCN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor (unknown origin) expressed in CHO cell membranes after 60 mins,B,Homo sapiens,,Bioorg Med Chem Lett,2013.0,Dopamine D1 receptor,Ki,nM,8.26,343.85,3.93
CHEMBL1395394,529.0,COc1cc2c(cc1O)[C@H]1Cc3ccc(OC)c(O)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor (unknown origin) expressed in human HEK293 cells by liquid scintillation counter,B,Homo sapiens,,Bioorg Med Chem,2013.0,Dopamine D1 receptor,Ki,nM,6.28,327.38,2.77
CHEMBL2334890,135.0,COc1cc2c(cc1O)[C@H]1Cc3ccc(O)c(OC)c3CN1CC2,Scientific Literature,Displacement of [3H]SCH23390 from dopamine D1 receptor (unknown origin) expressed in human HEK293 cells by liquid scintillation counter,B,Homo sapiens,,Bioorg Med Chem,2013.0,Dopamine D1 receptor,Ki,nM,6.87,327.38,2.77
CHEMBL3220219,36.31,O=C1CC(CN2CCC(c3c[nH]c4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Medchemcomm,2011.0,Dopamine D1 receptor,Ki,nM,7.44,452.6,4.99
CHEMBL201375,10000.0,CN1CCc2c([nH]c3ccccc23)CCC(c2ccccc2)C1,Scientific Literature,Inhibition of binding to human D1 receptor expressed in HEK 293 cells by functional calcium assay,F,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,,304.44,4.37
CHEMBL382780,10000.0,O=C1C(c2ccccc2)CCCN1CCc1c[nH]c2ccccc12,Scientific Literature,Inhibition of binding to human D1 receptor expressed in HEK 293 cells by functional calcium assay,F,Homo sapiens,,J Med Chem,2006.0,Dopamine D1 receptor,Ki,nM,,318.42,4.12
CHEMBL3287406,3500.0,N#Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cells by competitive binding assay,B,Homo sapiens,,J Med Chem,2014.0,Dopamine D1 receptor,Ki,nM,5.46,444.37,4.49
CHEMBL2057446,23.76,COc1cc2c(c(OC)c1)CN1CCc3cc(OC)c(OC)c(OC)c3[C@@H]1C2,Scientific Literature,Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cells,B,Homo sapiens,,Bioorg Med Chem,2012.0,Dopamine D1 receptor,Ki,nM,7.62,385.46,3.39
CHEMBL3976659,2.2,CCCOc1c(O)cc(Br)c2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2,Scientific Literature,Displacement of [3H]SCH23390 from human D1 receptor expressed in HEKT cell membranes after 90 mins by microbeta scintillation counting method,B,Homo sapiens,,Eur J Med Chem,2017.0,Dopamine D1 receptor,Ki,nM,8.66,434.33,4.31
CHEMBL2298816,1000.0,COc1ccc(N2CCN(CCCc3ccc4nc[nH]c4c3)CC2)cc1,Scientific Literature,Binding affinity to dopamine D1 receptor (unknown origin),B,Homo sapiens,,Med Chem Res,2013.0,Dopamine D1 receptor,Ki,nM,,350.47,3.33
CHEMBL1627324,990.0,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2cc3ccccc3o2)CC1,Scientific Literature,Displacement of [3H]SCH23390 from D1 receptor,B,,,J Med Chem,2009.0,Dopamine D1 receptor,Ki,nM,6.0,405.5,3.55
CHEMBL1627313,10000.0,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3cc(I)ccc3[nH]2)CC1,Scientific Literature,Displacement of [3H]SCH23390 from D1 receptor,B,,,J Med Chem,2009.0,Dopamine D1 receptor,Ki,nM,,548.43,3.08
CHEMBL4748915,380.0,CN1CC=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Scientific Literature,Antagonist activity at human D1 receptor expressed in CHO cells assessed as inhibition of dopamine-induced calcium accumulation,F,Homo sapiens,,Bioorg Med Chem Lett,2021.0,Dopamine D1 receptor,Ki,nM,6.42,323.83,4.78
