Molecule ChEMBL ID,Standard Value,Smiles
CHEMBL76867,9.0,CC(C)Oc1ccccc1N1CCN(Cc2cc(CN3CCCCC3=O)nn2C)CC1
CHEMBL142743,0.1,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1ccc2nonc2c1
CHEMBL101610,0.69,Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(CCc3cccc4ccccc34)CC1)O2
CHEMBL3739932,125.89,O=C(O)C(=O)O.c1ccc(OCCNC[C@H]2COC(c3ccccc3)(c3ccccc3)O2)cc1
CHEMBL68045,22.0,COc1ccccc1N1CCN(CC(O)CNC(=O)c2ccc3c(c2)C(=O)N(c2cccc(F)c2)C3=O)CC1
CHEMBL359433,12.0,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3cccc([N+](=O)[O-])c3)CC2)C1c1ccc(F)c(F)c1
CHEMBL311890,0.12,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCC(n2c(=O)oc3ccccc32)CC1
CHEMBL3911497,1000.0,COc1cccc(OC)c1OCCNCC1COC2(CCCCC2)O1
CHEMBL83272,0.084,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCC(n2c(=O)oc3cc(F)ccc32)CC1
CHEMBL4465749,1000.0,COc1ccccc1OCCNC[C@H]1OCCO[C@H]1c1ccccc1
CHEMBL3739897,30.2,O=C(O)C(=O)O.c1ccc(OCCNC[C@@H]2COC(c3ccccc3)(c3ccccc3)O2)cc1
CHEMBL70918,7300.0,Cc1ccc(CC2(O)CCN(C[C@H](O)Cc3ccc(O)cc3)CC2)cc1
CHEMBL2112853,31.62,COc1cc2nc3c(c(N)c2cc1OC)CCC(CNC(=O)c1cccc(C(F)(F)F)c1)C3.Cl
CHEMBL347522,27.0,CC(=O)C1(c2ccccc2)CCN(CCCNC(=O)C2=C(C)NC(C)=C(C(N)=O)C2c2ccc([N+](=O)[O-])cc2)CC1
CHEMBL347559,2.88,CC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCC(C#N)(c3ccccc3)CC2)=C(C)N1
CHEMBL4083252,49.0,COc1ccccc1N1CCN(CCCSc2nnc(-c3ccccc3)n2C)CC1
CHEMBL4473623,169.82,O=C(O)C(=O)O.c1ccc(OCCNCC[C@@H]2CO[C@H](C(c3ccccc3)c3ccccc3)O2)cc1
CHEMBL4439658,83.18,COc1ccccc1OCCNCC(CO)OC(c1ccccc1)c1ccccc1.O=C(O)C(=O)O
CHEMBL2220978,3.467,COc1ccccc1N1CCN(CCc2ccc3c(c2)OCO3)CC1
CHEMBL3976144,2.239,COc1ccc(CCN2CCN(c3ccccc3OC(C)C)CC2)cc1
CHEMBL4576555,1348.96,CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)ccc4n3)cc2)CC1
CHEMBL1946782,1000.0,COc1ccccc1OCCNCC1CCC(c2ccccc2)(c2ccccc2)C1=O.O=C(O)C(=O)O
CHEMBL1946783,39.81,COc1ccccc1N1CCN(CC2CCC(c3ccccc3)(c3ccccc3)C2=O)CC1.O=C(O)C(=O)O
CHEMBL13647,380.19,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1
CHEMBL281232,1500.0,NCC(O)c1cc(O)c(O)cc1F
CHEMBL4846866,353.6,CN1CCN(Cc2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1
CHEMBL144731,6.8,COC(=O)C1=C(C)N=C(C)N(Cc2cccc(CN3CCC(C(=O)OC)(c4ccccc4)CC3)c2)C1c1ccc(F)c(F)c1
CHEMBL301077,1.1,COC(=O)C1(c2ccccc2)CCN(CCCNC(=O)N2C(=O)NC3=C(C(=O)OC3)C2c2ccc([N+](=O)[O-])cc2)CC1
CHEMBL141604,0.4,COCC1=C(C(=O)OC)C(c2ccc(F)c(F)c2)N(CCCCCN2CCC(C#N)(c3ccccc3)CC2)C(C)=N1
CHEMBL3741808,0.4074,COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1.O=C(O)C(=O)O
CHEMBL341838,7.5,COCC1=C(C(=O)OC)C(c2ccc(F)c(F)c2)N(C(=O)N2CCC(N3CCC(C(=O)OC)(c4ccccc4)CC3)CC2)C(=O)N1
CHEMBL424494,1.1,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC3(CCc4ccccc43)CC2)C1c1ccc(F)c(F)c1
CHEMBL88388,8.913,CC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc2c(c1)OCO2
CHEMBL69733,316.23,COc1ccc(CCCN2CCC(CCC(=O)c3cc(Cl)c(N)c4c3OCCO4)CC2)cc1OC
CHEMBL4165863,3494.0,O=C(OCc1ccccc1)N1CCc2ccc(N3CCN(C4CCCC4)CC3)cc2C1
CHEMBL4213993,270.0,CS(=O)(=O)c1ccccc1CNCCOc1cc(F)ccc1Cl.Cl
CHEMBL149263,7.7,CCOC(=O)C1(c2ccccc2)CCN(CCCNC(=O)C2=C(C)NC(C)=C(C(N)=O)C2c2ccc3c(c2)OCO3)CC1
CHEMBL228659,3.3,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCC(c4cc(F)ccc4OC(C)C)CC3)CC2)cc1OC
CHEMBL228607,31.0,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccccc4OCC(F)F)CC3)CC2)cc1OC
CHEMBL493697,165.96,COc1cccc(OC)c1OCCNC[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1
CHEMBL13647,380.19,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1
CHEMBL328763,0.14,COCC1=C(C(=O)NCCCN2CCC(c3ccc(F)cc3C#N)CC2)[C@@H](c2ccc(F)c(F)c2)NC(=O)N1
CHEMBL355910,6.12,CCOC(=O)C1(c2ccccc2)CCN(CCCNC(=O)C2=C(C)NC(C)=C(C(=O)NC)C2c2ccc([N+](=O)[O-])cc2)CC1
CHEMBL1289610,2511.89,Cc1ncccc1N1C[C@]2(CC[C@@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)OC1=O
CHEMBL1290037,2511.89,N#Cc1ccc2[nH]c([C@H]3CC[C@]4(CC3)CN(c3ccccc3)C(=O)O4)nc2c1
CHEMBL91403,0.6,CC1=C(C(=O)NCCCN2CCC(C#N)(c3ccc(F)cc3C#N)CC2)[C@@H](c2ccc(F)c(F)c2)NC(=O)N1C
CHEMBL1255003,7.943,Cc1cccc(C)c1OCCNCCOc1ccccc1OCc1ccccc1
CHEMBL99363,100000000000000.0,Cc1nc2c3ccccc3nc-2c(O)n1CCN1CCN2c3ccccc3OCC2C1
CHEMBL99994,100000000000000.0,CC(C)(C)c1ccc(N2CCN(CCn3cnc4c5ccccc5nc-4c3O)CC2)cc1
CHEMBL40464,3.0,CC1=C(C(=O)NCCCN2CCC(c3ccccc3C#N)CC2)[C@@H](c2ccc(F)c(F)c2)CC(=O)N1C
CHEMBL1088072,48.98,COc1ccccc1CCCNCC1COC(c2ccccc2)(c2ccccc2)O1
CHEMBL1082862,19.5,COc1ccccc1OCCNCC1COC(c2ccccc2)(c2ccccc2)O1
CHEMBL13647,380.19,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1
CHEMBL214986,11.22,COc1cccc(OC)c1OCCNC[C@@H]1COc2ccccc2O1.Cl
CHEMBL4092411,10000.0,CNc1nc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@@H]1O[C@H](C(=O)OC)[C@@H](O)[C@H]1O
CHEMBL426317,6.75,COc1cccc(N2CCN(CCCCn3ncc(=O)n(C)c3=O)CC2)c1
CHEMBL234649,1.2,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)Cc3ccccc3)CC2)CC1
CHEMBL234474,19.0,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OCC3CC3)CC2)CC1
CHEMBL393105,0.56,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3cccc(Cl)c3F)CC2)CC1
CHEMBL234231,36.0,COc1ccc(C(F)(F)F)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1
CHEMBL234607,3.8,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1
CHEMBL391530,1.6,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCN(c4ccccc4OC(C)C)CC3)CC2)cc1OC
CHEMBL232592,6.3,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)CC1
CHEMBL438673,1.2,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCN(c4ccccc4OCC(F)(F)F)CC3)CC2)cc1OC
CHEMBL242507,23.44,COc1cc2nc(N3CCN(C(=O)c4ccc(C)o4)[C@H]4CCCC[C@H]43)nc(N)c2cc1OC
CHEMBL1242725,40.74,COc1ccccc1N1CCN(C[C@@H]2CO[C@@](CN3C(=O)CCC3=O)(c3ccccc3)O2)CC1
CHEMBL40650,0.22,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(sc5cccnc54)c3=O)C[C@@H]21
CHEMBL1223615,23.0,COc1ccccc1N1CCN(CCCCNc2ccccn2)CC1
CHEMBL309106,0.33,CC(C)Oc1ccccc1N1CCN(C[C@@H](O)CNC(=O)c2ccc3c(c2)C(=O)N(c2ccc(N(C)C)cc2)C3=O)CC1
CHEMBL83894,194.94,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1
CHEMBL69967,7300.0,Cc1ccc(CC2(O)CCN(C[C@@H](O)Cc3ccc(O)cc3)CC2)cc1
CHEMBL1796037,1698.24,COc1ccccc1N1CCN(CCN2C(=O)CC(c3ccc(Cl)cc3)CC2=O)CC1
CHEMBL1796050,9.772,COc1ccccc1N1CCN(CCCCN2C(=O)CC3(CCc4ccccc43)CC2=O)CC1
CHEMBL3342864,60.26,COc1ccccc1N1CCN(CC2COC3(CCN(C(C)=O)CC3)O2)CC1
CHEMBL358595,0.19,CCC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)N(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C(=O)N1
CHEMBL284103,3.162,CNC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1
CHEMBL145267,10.0,COC(=O)C1(c2ccccc2)CCN(CCCNC(=O)N2C(=O)NC(C)=C(C(=O)O)C2c2ccc([N+](=O)[O-])cc2)CC1
CHEMBL145178,1.2,COC(=O)C1=C(C)N=C(C)N(CCC[C@H](C)CN2CCC(C#N)(c3ccccc3)CC2)C1c1ccc(F)c(F)c1
CHEMBL98167,793.0,O=C1CC2(CCN(CCc3ccccn3)CC2)Oc2ccccc21
CHEMBL150743,4330.0,CC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCCCC2)=C(C)N1
CHEMBL296965,28.0,N#CC1(c2ccccc2)CCN(CCCNC(=O)C(c2ccccc2)c2ccccc2)CC1
CHEMBL429697,0.38,COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)N[C@@H]2CC[C@@H](N3CCC(c4ccccn4)CC3)C2)C(=O)N1
CHEMBL260994,42.0,O=C1Nc2ccccc2C1CCCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL302940,0.77,COc1ccc(N2C(=O)c3ccc(C(=O)NCC(O)CN4CCN(c5ccccc5OC(C)C)CC4)cc3C2=O)cc1
CHEMBL185271,40.0,COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(c3cccc(NC(C)=O)c3)CC2)C(=O)N1
CHEMBL68565,1.47,COc1ccccc1N1C(=O)c2ccc(C(=O)NCC(O)CN3CCN(c4ccccc4OC(C)C)CC3)cc2C1=O
CHEMBL357439,14.0,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3ccc(OC)cc3)CC2)C1c1ccc(F)c(F)c1
CHEMBL269538,10000.0,COc1ccc2c(c1)[nH]c1c(C)nccc12
CHEMBL286003,24.55,COc1ccccc1OCCNCC1COC(c2ccccc2)(c2ccccc2)O1.O=C(O)C(=O)O
CHEMBL239080,1995.26,C[C@@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(C#N)cc3)CC2=O)cc1.O=CO
CHEMBL81173,2.4,CS(=O)(=O)c1ccc2c(c1)S(=O)(=O)N(CCCCN1CCC(n3c(=O)oc4ccccc43)CC1)C2=O
CHEMBL544290,588.84,CS(=O)(=O)c1ccccc1NCC1=NCCN1.Cl
CHEMBL70692,147.91,CSc1c(F)cccc1NCC1=NCCN1
CHEMBL284103,3.1,CNC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1
CHEMBL430717,10.34,COc1cc2nc(N3CCN(C(=O)COc4c(OC)cccc4C(C)C)CC3)nc(N)c2cc1OC
CHEMBL313990,0.17,O=C1c2cc(Cl)ccc2S(=O)(=O)N1CCCCN1CCC(n2c(=O)oc3ccccc32)CC1
CHEMBL89927,0.12,CC1=C(C(=O)NCCCN2CCC(c3ccc(F)cc3C#N)CC2)[C@@H](c2ccc(F)c(F)c2)NC(=O)N1C
CHEMBL81093,8.4,CC(C)Oc1ccccc1N1CCN(Cc2cc(CN3CCCCC3=O)no2)CC1
CHEMBL421324,3.8,CC(C)Oc1ccccc1N1CCN(Cc2cc(CN3CCCCC3=O)on2)CC1
CHEMBL540035,43.65,CCSc1ccccc1NCC1=NCCN1.Cl
CHEMBL70634,537.03,CS(=O)(=O)c1ccc(Cl)cc1NCC1=NCCN1
CHEMBL145443,0.7,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)C1c1ccc(F)c(F)c1
CHEMBL77618,0.44,COc1ccc(Cl)cc1N1CCN(CCCNc2c(C(C)=O)c(-c3ccccc3)nn(C)c2=O)CC1
CHEMBL41844,3.58,COC(=O)C1(c2ccccc2)CCN(CCCNC(=O)C2=C(C)N=C(C)/C(=C(/O)OC)C2c2ccc([N+](=O)[O-])cc2)CC1
CHEMBL309969,1.1,CC(C)Oc1ccccc1N1CCN(Cc2cc(CN3CCCC3=O)no2)CC1
CHEMBL301078,1.1,COc1ccccc1N1CCN(CCNc2ccc3c4c(=O)n(C)nc(Cl)c4cn3n2)CC1
CHEMBL151878,2.19,CCOC(=O)C1(c2ccccc2)CCN(CCCNC(=O)C2=C(C)NC(C)=C(C(N)=O)C2c2ccc([N+](=O)[O-])cc2)CC1
CHEMBL147077,3.94,CNC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1
CHEMBL218203,29.9,O=C(NCCCCN1CCN(c2ccccc2Cl)CC1)c1ccc2ccccc2c1
CHEMBL358406,5.98,CC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCC(C(=O)Oc3ccccc3)(c3ccccc3)CC2)=C(C)N1
CHEMBL242723,25.7,COc1cc2nc(N3CCN(C(=O)c4ccc(C(C)=O)o4)[C@H]4CCCC[C@H]43)nc(N)c2cc1OC
CHEMBL5272464,10.0,CCCNC(=O)CCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.Cl
CHEMBL589390,414.33,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1
CHEMBL43491,0.2,CC1=C(C(=O)NCCCN2CCC(c3ccc(F)cc3C#N)CC2)[C@@H](c2ccc(F)c(F)c2)CC(=O)N1
CHEMBL142929,0.1,COCC1=C(C(=O)OC)C(c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(C#N)(c3ccccc3)CC2)C(=O)N1
CHEMBL144925,0.2,CCC1=C(C(N)=O)C(c2ccc(F)cc2F)N(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C(=O)N1
CHEMBL142718,1.3,CCC1=C(C(N)=O)C(c2ccc(F)cc2F)N(C(=O)NCCCN2CCN(c3ccccc3C(N)=O)CC2)C(=O)N1
CHEMBL1289936,1258.93,O=C1O[C@]2(CC[C@H](c3nc4cc(C(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccn1
CHEMBL1289268,794.33,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1F
CHEMBL135973,36.31,O[C@@H]1[C@H](NC[C@H]2COc3ccccc3O2)CC[C@H]1Oc1ccccc1
CHEMBL82267,0.51,CCOC(=O)[C@@H]1CN(CCCCN2C(=O)c3cc(Cl)ccc3S2(=O)=O)CC[C@@H]1c1ccccc1
CHEMBL81728,40.0,O=C(NCCN1CCN(c2cccc3c2OCCO3)CC1)c1ccc(F)cc1
CHEMBL142236,0.1,COCC1=C(C(=O)OC)C(c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCN(c3ccccc3C(N)=O)CC2)C(=O)N1
CHEMBL90420,0.18,CC1=C(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccc(F)c(F)c2)N(C)C(=O)N1C
CHEMBL2413153,21.4,Cn1c(=O)cnn(CCCCN2CCN(c3ccccc3OCCF)CC2)c1=O
CHEMBL70563,457.09,CS(=O)(=O)c1cc(Cl)ccc1NCC1=NCCN1
CHEMBL53675,0.7943,CCc1c[nH]c(=O)n(CCCN2CCN(c3ccc(F)cc3OCC(F)(F)F)CC2)c1=O
CHEMBL3342870,5.248,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)O2)CC1
CHEMBL55695,0.1585,Cc1c[nH]c(=O)n(CCCCN2CCN(c3ccc(F)cc3OCC(F)(F)F)CC2)c1=O
CHEMBL3343982,112.2,Cc1ccc2c(NCCCCCCCNc3ccnc4cc(C)ccc34)ccnc2c1
CHEMBL238401,23.0,CCN([C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1)S(=O)(=O)c1ccc(OC)c(OC)c1
CHEMBL180561,1.862,CC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)=C(C)N1
CHEMBL25467,25.12,C=Cc1sc2ccc(Cl)c3c2c1CN(C)CC3
CHEMBL709,10.0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
CHEMBL144938,0.2,COC(=O)C1=C(C)NC(=O)N(CC(=O)NCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1ccc(F)c(F)c1
CHEMBL194849,26.8,Cc1ccc(N(NC2=NCCN2)c2cccc(O)c2)cc1
CHEMBL3298018,6.918,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c(sc4ccc(NC(=O)CCCN(C)Cc5ccccc5)cc43)c2=O)CC1
CHEMBL141322,13.0,COC(=O)C1=C(C)N=C(C)N(CCCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1ccc(F)c(F)c1
CHEMBL98063,3.3,CCC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)=C(COCCN=[N+]=[N-])N1
CHEMBL95104,218.78,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCC[C@@H]1CCN1CCC(Oc2ccc(Cl)cc2)CC1
CHEMBL549764,81.28,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)[C@H]4CCCC[C@@H]43)nc(N)c2cc1OC
CHEMBL19826,1700.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)[C@H](C(=O)NC(C)(C)C)C3)nc(N)c2cc1OC
CHEMBL3758991,5.0,COc1ccccc1N1CCN(CCCCNC(=O)Nc2cccc(Cl)c2)CC1
CHEMBL3759865,19.0,O=C(NCCCCN1CCN(c2cccc3[nH]ccc23)CC1)c1ccc2ccccc2c1
CHEMBL44042,3.2,CC1=C(C(=O)NCCCN2CCC(C#N)(c3ccccc3C#N)CC2)[C@@H](c2ccc(F)c(F)c2)CC(=O)N1
CHEMBL232609,14.4,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3cnc(Cl)c(Br)c3)CC2)CC1
CHEMBL234874,5.6,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccc(F)cc3)CC2)CC1
CHEMBL232593,1.0,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)CC1
CHEMBL1169493,3.0,CCOC(=O)C1CN(CCCCN2C(=O)c3cc(Cl)ccc3S2(=O)=O)CCC1c1ccccc1
CHEMBL301650,19.95,O=c1[nH]cc(C(F)(F)F)c(=O)n1CCCN1CCN(c2ccccc2OCC(F)(F)F)CC1
CHEMBL292189,0.03981,Cc1[nH]c(=O)n(CCCN2CCN(c3ccccc3OCC(F)(F)F)CC2)c(=O)c1C
CHEMBL145338,0.2,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3ccccc3C(=O)OC)CC2)C1c1ccc(F)c(F)c1
CHEMBL243694,0.2,CC(C)Oc1ccccc1N1CCN(C2CCC(N3C(=O)c4cccc(F)c4C3=O)CC2)CC1
CHEMBL239299,1995.26,C[C@@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2=O)cc1.O=CO
CHEMBL329143,0.91,O=C1NC=C(C(=O)NCCCN2CCC(O)(c3ccc(F)cc3)CC2)[C@@H](c2ccc(F)c(F)c2)N1
CHEMBL90606,0.14,CC1=C(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccc(F)c(F)c2)N(C)C(=O)N1
CHEMBL420959,2.99,COc1ccc(Cl)cc1N1CCN(CCCCNc2c(C(C)=O)c(C)nn(C)c2=O)CC1
CHEMBL4125846,16.98,COc1cc2nc(N3CCN(C(=O)Cc4ccc5ccccc5c4)[C@H]4CCCC[C@H]43)nc(N)c2cc1OC
CHEMBL1796048,3388.44,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCc4ccccc43)CC2=O)CC1
CHEMBL42053,42.0,CC1=C(C(=O)NCC(C)CN2CCC(C#N)(c3ccccn3)CC2)[C@@H](c2ccc(F)c(F)c2)CC(=O)N1
CHEMBL418882,578.0,COc1ccccc1N1CCN(Cc2ccc(C=O)s2)CC1
CHEMBL90652,0.13,N#Cc1ccccc1C1CCN(CCCNC(=O)C2=CNC(=O)N[C@@H]2c2ccc(F)c(F)c2)CC1
CHEMBL4212812,93.0,Cc1cc(OCCCN2CCN(c3ccccc3)CC2)ccc1Cl.Cl.Cl
CHEMBL3354065,436.52,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1
CHEMBL3343981,316.0,COc1ccc2nccc(NCCCCCCCNc3ccnc4ccc(OC)cc34)c2c1
CHEMBL4205740,270.0,Cl.O=S1(=O)CCC(NCCOc2cc(F)ccc2Cl)c2ccccc21
CHEMBL4205209,270.0,Cl.O=S1(=O)CC(NCCOc2cc(F)ccc2Cl)c2ccccc21
CHEMBL4207824,130.0,CNc1ccc2c(c1)[C@@H](NCCOc1cc(F)ccc1F)CCS2(=O)=O.Cl
CHEMBL1290038,2511.89,N#Cc1ccc2[nH]c([C@H]3CC[C@]4(CC3)CN(c3ccc(F)cc3)C(=O)O4)nc2c1
CHEMBL392377,100.0,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)CC2)CC1
CHEMBL236618,7.5,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(S(C)(=O)=O)cc3)CC2)CC1
CHEMBL234681,0.88,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccccc3F)CC2)CC1
CHEMBL228333,14.0,O=S(=O)(N[C@H]1CC[C@H](N2CCC(c3ccccc3OC3CC3)CC2)CC1)c1ccc2c(c1)OCO2
CHEMBL390473,43.0,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4cc(F)ccc4OC(C)C)CC3)CC2)cc1OC
CHEMBL228445,5.9,O=S(=O)(N[C@H]1CC[C@@H](N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1cc(Cl)ccc1F
CHEMBL390192,10.0,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@H](N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1
CHEMBL146109,0.5,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC(C)(c3ccccc3)CC2)C1c1ccc(F)c(F)c1
CHEMBL199080,0.3981,COc1cccc(OC)c1OCCNCCOc1ccccc1OCc1cccc(C)c1
CHEMBL123012,0.8,CCC1=C(C(=O)OC)C(c2ccc([N+](=O)[O-])cc2)N(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C(=O)N1
CHEMBL3947302,2.951,CCOc1ccccc1N1CCN(CCc2cccc(OC)c2)CC1
CHEMBL3392247,0.4,COC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
CHEMBL292365,0.6,COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)N[C@H]2CC[C@@H](N3CCC(c4ccccc4C#N)CC3)C2)C(=O)N1
CHEMBL142383,0.5,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1
CHEMBL356978,1.5,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1cccc(F)c1
CHEMBL3752576,1659.59,C=CCN(CC=C)CCc1c[nH]c2ccccc12
CHEMBL72958,1122.02,CS(=O)(=O)Nc1ccc(F)c([C@@H](O)CN)c1
CHEMBL83041,3.1,Cc1ccc2c(c1)oc(=O)n2C1CCN(CCCCN2C(=O)c3ccccc3S2(=O)=O)CC1
CHEMBL3758610,160.0,CS(=O)(=O)Nc1cccc(N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2)c1
CHEMBL403280,3.1,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3ccc(F)cc3F)CC2)CC1
CHEMBL257098,11.0,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3ccccc3Cl)CC2)CC1
CHEMBL144534,0.4,COCC1=NC(C)=C(C(=O)OC)C(c2ccc(F)c(F)c2)N1CCCCCN1CCC(C#N)(c2ccccc2)CC1
CHEMBL3929328,199.53,COc1ccccc1N1CCN(CC2CSC3(CCCCC3)S2)CC1
CHEMBL101739,56.0,c1ccc2c(c1)CCC1(CCN(CCc3cccc4ccccc34)CC1)O2
