Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL1289276,1000.0,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)CC3)cc(F)cc2n1,Scientific Literature,Antagonist activity at human 5-HT1B receptor expressed in CHO cells assessed as inhibition of GTPgammaS binding by scintillation proximity assay,F,Homo sapiens,,Bioorg Med Chem Lett,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,,444.55,4.21
CHEMBL1289617,1000.0,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)[C@@H](C)C3)cc(F)cc2n1,Scientific Literature,Antagonist activity at human 5-HT1B receptor expressed in CHO cells assessed as inhibition of GTPgammaS binding by scintillation proximity assay,F,Homo sapiens,,Bioorg Med Chem Lett,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,,458.58,4.6
CHEMBL239166,1258.93,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cc(Cl)cc2n1,Scientific Literature,Displacement of [3H]5-HT from human cloned 5HT1B receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.9,465.98,4.86
CHEMBL225364,1300.0,CNc1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)nc2c(N3CCN(C)CC3)cc(OC)cc12,Scientific Literature,Displacement of [3H]GR125743 from 5HT1B receptor transfected in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.89,490.61,3.13
CHEMBL323666,23.0,CN1CCC[C@@H]1Cc1c[nH]c2ccc(C3=CCN(S(=O)(=O)c4cccc5ccccc45)CC3)cc12,Scientific Literature,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,,,Bioorg Med Chem Lett,2003,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.64,485.65,5.44
CHEMBL606547,15.0,CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccccc3Cl)cc12,Scientific Literature,Inhibition of [3H]-8-OH-DPAT binding to human 5-hydroxytryptamine 1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2005,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.82,403.94,4.26
CHEMBL2391541,741.31,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,Scientific Literature,Binding affinity to 5-HT 1B (unknown origin) by competition binding assay,B,Homo sapiens,,Bioorg Med Chem Lett,2016,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.13,270.38,3.39
CHEMBL488951,1000.0,CN(C)CCCN1CCC(c2c[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc23)CC1,Scientific Literature,Displacement of [3H]5-hydroxytryptamine from human cloned 5HT1B receptor expressed in CHOK1 cells by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2008,Serotonin 1b (5-HT1b) receptor,Ki,nM,,422.55,4.69
CHEMBL357034,1.9,CNCCc1c[nH]c2ccc(C(C)(C)C)cc12,Scientific Literature,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,B,,,J Med Chem,1999,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.72,230.35,3.23
CHEMBL241500,158.49,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)ccc(Cl)c2n1,Scientific Literature,Displacement of [3H]5-HT from human cloned 5HT1B receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.8,465.98,4.86
CHEMBL1672288,10000.0,N#Cc1cc(F)cc(C#Cc2csc(F)n2)c1,Scientific Literature,Binding affinity to 5HT1B receptor,B,,,J Med Chem,2011,Serotonin 1b (5-HT1b) receptor,Ki,nM,,246.24,2.69
CHEMBL363413,630.96,Cc1ccc2c(OCCN3CCN(Cc4cc(Cl)ccc4Cl)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2005,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.2,430.38,5.05
CHEMBL129813,0.43,CN1CCN(c2cccc3ccc(OCC(=O)N4CCN(c5cccc6c5OCCO6)CC4)cc23)CC1,Scientific Literature,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,B,Homo sapiens,,J Med Chem,1997,Serotonin 1b (5-HT1b) receptor,Ki,nM,9.37,502.62,3.09
CHEMBL21790,3.162,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1CCCN(C)C,Scientific Literature,Binding affinity for human 5-hydroxytryptamine 1B receptor,B,Homo sapiens,,J Med Chem,1998,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.5,484.6,5.78
CHEMBL241463,0.7943,Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5c(c4)NC(=O)CO5)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5-HT from human cloned 5HT1B receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,9.1,449.53,4.35
CHEMBL239168,19.95,Cc1ccc2c(OCCN3CCC(Cc4cc5c(cc4F)OCC(=O)N5)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5-HT from human cloned 5HT1B receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.7,449.53,4.35
CHEMBL82523,1000.0,NC(=O)c1ccc2c(c1)CCOC2CCN1CC=C(c2c[nH]c3c(F)c(F)ccc23)CC1,Scientific Literature,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,Bioorg Med Chem Lett,2004,Serotonin 1b (5-HT1b) receptor,Ki,nM,,437.49,4.34
CHEMBL127257,2000.0,Cc1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1C,Scientific Literature,Inhibition of serotonin 5-HT1B receptor (unknown origin),B,Homo sapiens,,J Med Chem,2017,Serotonin 1b (5-HT1b) receptor,Ki,nM,,320.44,3.5
CHEMBL161894,95.0,S=C(NN1CC=C(c2ccc3[nH]cc(CCN4CCCC4)c3c2)CC1)c1cccc2ccccc12,Scientific Literature,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,,,Bioorg Med Chem Lett,2004,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.02,480.68,5.93
CHEMBL4211311,10000.0,Oc1ccccc1C1=N[C@@H]2CCC[C@@H]2S1,Scientific Literature,Displacement of [3H]5-CT from human 5-HT1B receptor expressed in HEK cells after 90 mins by microbeta scintillation counting analysis,B,Homo sapiens,,J Nat Prod,2017,Serotonin 1b (5-HT1b) receptor,Ki,nM,,219.31,2.81
CHEMBL1256863,11.16,NCCc1c[nH]c2ccc(C(N)=O)cc12.O=C(O)/C=C\C(=O)O,EUbOPEN Chemogenomic Library,"PDSP Secondary Binding target: HTR1B - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.",B,Homo sapiens,,,2024,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.95,319.32,0.77
CHEMBL309162,5785.0,Cc1ccc(O)c(C)c1CC1=NCCN1,Scientific Literature,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,J Med Chem,1998,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.24,204.27,1.55
CHEMBL197064,11.9,COc1ccc(C)cc1N1CCN(CCn2cnc3sc4c(c3c2=O)CCN(C)C4)CC1,Scientific Literature,Inhibitory activity against human recombinant 5HT1B receptor co-expressed with G-protein chimera Gqo5 in HEK293 cells by FLIPR,F,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.92,453.61,2.59
CHEMBL198696,1.7,CN1CCc2c(sc3ncn(CCN4CCN(c5ccccc5Cl)CC4)c(=O)c23)C1,Scientific Literature,Inhibitory activity against human recombinant 5HT1B receptor co-expressed with G-protein chimera Gqo5 in HEK293 cells by FLIPR,F,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.77,444.0,2.92
CHEMBL2110366,6309.57,Cl.N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2,Scientific Literature,Binding activity against human 5-hydroxytryptamine 1B receptor,B,Homo sapiens,,J Med Chem,2000,Serotonin 1b (5-HT1b) receptor,Ki,nM,,475.04,4.84
CHEMBL147206,100.0,NCCc1c[nH]c2ccc(OCC(=O)N3CCNCC3)cc12,Scientific Literature,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,F,,,J Med Chem,1996,Serotonin 1b (5-HT1b) receptor,Ki,nM,,302.38,0.48
CHEMBL2113352,6309.57,CS(=O)(=O)c1cccc(/C=C/C(=O)N[C@H]2CC[C@H](CCN3CCc4cc(C#N)ccc4C3)CC2)c1.Cl,Scientific Literature,Binding activity against human 5-hydroxytryptamine 1B receptor,B,Homo sapiens,,J Med Chem,2000,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.2,528.12,4.1
CHEMBL104720,1700.0,CN1CCC(c2c[nH]c3ccc(NC(=O)C4CC4)nc23)CC1,Scientific Literature,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,B,,,J Med Chem,2003,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.77,298.39,2.72
CHEMBL119800,18.8,COc1ccc(C(=O)Nc2ccc(-c3ccncc3)cc2)cc1/C=C/CN(C)C,Scientific Literature,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,B,,,J Med Chem,1997,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.73,387.48,4.58
CHEMBL304767,56.0,CCCN(CCc1ccccc1)C1CCc2ccc3[nH]cc(C=O)c3c2C1,Scientific Literature,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,J Med Chem,1995,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.25,360.5,4.79
CHEMBL191921,251.19,Cc1ccc2c(OCCN3CCN(Cc4cccc5ncccc45)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2005,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.6,412.54,4.29
CHEMBL4209274,10000.0,Fc1ccc(-c2n[nH]c3c2CCNCC3)cc1,Scientific Literature,Displacement of [3H]LSD from human 5-HT1B receptor expressed in HEK cell membranes after 1.5 hrs by microbeta scintillation counting method,B,Homo sapiens,,J Med Chem,2018,Serotonin 1b (5-HT1b) receptor,Ki,nM,,231.27,1.9
CHEMBL1258223,820.0,CCCCN1CCC(COC(=O)c2cc(Cl)c(NC)c3c2OCCO3)CC1,Scientific Literature,Binding affinity to human 5-HT1B receptor,B,Homo sapiens,,J Med Chem,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.09,396.92,3.82
CHEMBL1631532,0.5012,COC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1,Scientific Literature,Displacement of [3H]5-HT from human recombinant 5-HT1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,9.3,404.51,4.09
CHEMBL1631542,1.995,Cc1ccc2c(N3CCN(CCc4cccc(N5CCOC5=O)c4)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5-HT from human recombinant 5-HT1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.7,416.53,3.86
CHEMBL1632221,1.995,CCCNC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1,Scientific Literature,Displacement of [3H]5-HT from human recombinant 5-HT1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.7,431.58,4.44
CHEMBL1632212,3.162,Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5cccc(F)c5)c4)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5-HT from human recombinant 5-HT1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.5,468.58,5.3
CHEMBL1631541,39.81,Cc1ccc2c(N3CCN(CCc4cccc(N5CCCNC5=O)c4)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5-HT from human recombinant 5-HT1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.4,429.57,3.83
CHEMBL84305,1000.0,NC(=O)c1ccc2c(c1)CCOC2CCN1CC=C(c2c[nH]c3c(Cl)c(Cl)ccc23)CC1,Scientific Literature,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,Bioorg Med Chem Lett,2004,Serotonin 1b (5-HT1b) receptor,Ki,nM,,470.4,5.37
CHEMBL234447,281.0,C[C@@H]1CN(c2cccc3cc(F)ccc23)CCN1CCC1OCCc2cc(C(N)=O)ccc21,Scientific Literature,Displacement of [3H]GR-125743 from human 5HT1B expressed in LM(tk-) cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.55,447.55,4.29
CHEMBL146720,0.36,NCCc1c[nH]c2ccc(OCC(=O)N3CCN(C(=O)COc4ccc5[nH]cc(CCN)c5c4)CC3)cc12,Scientific Literature,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,F,,,J Med Chem,1996,Serotonin 1b (5-HT1b) receptor,Ki,nM,9.44,518.62,1.78
CHEMBL297471,312.0,CC(C)(C)c1ccc2[nH]cc(CCN3CCCC3)c2c1,Scientific Literature,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2000,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.51,270.42,4.1
CHEMBL3706924,1000.0,C[C@H]1CN(c2cccc3cc(F)ccc23)CCN1CC[C@H]1OCc2cc(C(N)=O)ccc21,Scientific Literature,Displacement of [3H]GR-125743 from human 5HT1B expressed in LM(tk-) cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,,433.53,4.25
CHEMBL71751,10000.0,O=[N+]([O-])c1ccc(CC2=NCCN2)cc1,Scientific Literature,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,J Med Chem,1998,Serotonin 1b (5-HT1b) receptor,Ki,nM,,205.22,1.14
CHEMBL102250,930.0,CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccoc4)nc23)CC1,Scientific Literature,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,B,,,J Med Chem,2003,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.03,324.38,3.22
CHEMBL323264,14.0,CNC(=O)Nc1ccc2[nH]cc(C3CCN(C)CC3)c2n1,Scientific Literature,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,B,,,J Med Chem,2003,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.85,287.37,2.12
CHEMBL311323,1000.0,Cn1cc(C2=CCN(CCC3OCCc4cc(C(N)=O)ccc43)CC2)c2ccc(F)cc21,Scientific Literature,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,Bioorg Med Chem Lett,2004,Serotonin 1b (5-HT1b) receptor,Ki,nM,,433.53,4.21
CHEMBL38465,1000.0,Cc1[nH]cnc1Cc1nc(-c2ccccc2)cs1,Scientific Literature,Binding affinity for 5-hydroxytryptamine 1B receptor was determined by using [3H]5-HT as radioligand,B,,,J Med Chem,1990,Serotonin 1b (5-HT1b) receptor,Ki,nM,,255.35,3.43
CHEMBL97333,100.0,CN1CCC(CCN2CCC(c3cn(-c4ccc(F)cc4)c4ccc(-c5ncn(C)n5)cc34)CC2)C1=O,Scientific Literature,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,B,,,J Med Chem,2003,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.0,500.62,4.61
CHEMBL111316,10.0,NC(=O)c1ccc2[nH]c3c(c2c1)CC(N)CC3,Scientific Literature,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,J Med Chem,1996,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.0,229.28,1.08
CHEMBL72062,46.0,CCCN(CCc1cccs1)C1CCc2ccc3[nH]cc(C=O)c3c2C1,Scientific Literature,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,J Med Chem,1995,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.34,366.53,4.85
CHEMBL115941,14.0,COc1ccc(S(=O)(=O)N2CC=C(c3ccc4[nH]cc(C[C@H]5CCCN5C)c4c3)CC2)cc1,Scientific Literature,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,,,Bioorg Med Chem Lett,2003,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.85,465.62,4.29
CHEMBL3217984,316.23,CN1CCC2C(C1)c1cccc3c1N2c1ccccc1CS3,Scientific Literature,Binding affinity to serotonin 5-HT1B receptor (unknown origin) by PDSP assay,B,Homo sapiens,,Medchemcomm,2012,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.5,308.45,4.23
CHEMBL303441,3865.0,Cc1ccc(CC2=NCCN2)c(C)c1OCc1ccccc1,Scientific Literature,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,J Med Chem,1998,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.41,294.4,3.43
CHEMBL3764650,845.0,COc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc32)CC1.Cl,Scientific Literature,Binding affinity to recombinant 5-HT1B receptor (unknown origin) after 1.5 hrs by radioligand displacement assay,B,Homo sapiens,,Eur J Med Chem,2016,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.07,492.06,5.83
CHEMBL104753,1000.0,CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccsc4)nc23)CC1,Scientific Literature,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,B,,,J Med Chem,2003,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.0,340.45,3.69
CHEMBL442,2.1,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,Scientific Literature,Displacement of [3H]carboxytryptamine from recombinant human 5-HT1B receptor expressed in HEK cells by scintillation counting,B,Homo sapiens,,Bioorg Med Chem Lett,2011,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.68,581.67,1.99
CHEMBL494991,501.19,COc1ccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)cc1,Scientific Literature,Displacement of [3H]5HT from human recombinant 5HT1B receptor,B,Homo sapiens,,J Med Chem,2008,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.3,391.52,3.75
CHEMBL224738,292.0,COc1cc(N(C)CCCN(C)C)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,Scientific Literature,Displacement of [3H]GR125743 from 5HT1B receptor transfected in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.54,493.61,3.01
CHEMBL196962,3.3,COc1cc(Cl)ccc1N1CCN(CCn2cnc3sc4c(c3c2=O)CCN(C)C4)CC1,Scientific Literature,Inhibitory activity against human recombinant 5HT1B receptor co-expressed with G-protein chimera Gqo5 in HEK293 cells by FLIPR,F,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.48,474.03,2.93
CHEMBL371094,5.4,CN1CCc2c(sc3ncn(CCN4CCN(c5ccccc5OCC(C)(C)C)CC4)c(=O)c23)C1,Scientific Literature,Inhibitory activity against human recombinant 5HT1B receptor co-expressed with G-protein chimera Gqo5 in HEK293 cells by FLIPR,F,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.27,495.69,3.69
CHEMBL15933,31.62,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc5c(c4)C4(CCN(C)CC4)CO5)cc3)c(C)c2)no1,Scientific Literature,Binding affinity for human 5-hydroxytryptamine 1B receptor,B,Homo sapiens,,J Med Chem,1998,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.5,494.6,5.63
CHEMBL1169435,387.0,NC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CC=C(c2c[nH]c3c(F)cccc23)CC1,Scientific Literature,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,Bioorg Med Chem Lett,2004,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.41,419.5,4.2
CHEMBL376813,35.0,COc1cc(N2CC[C@@H](N(C)C)C2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,Scientific Literature,Displacement of [3H]GR125743 from 5HT1B receptor transfected in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.46,491.59,2.77
CHEMBL2205814,10000.0,COc1ccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1OC,Scientific Literature,Binding affinity to 5-HT1B receptor,B,,,Bioorg Med Chem Lett,2012,Serotonin 1b (5-HT1b) receptor,Ki,nM,,339.44,2.01
CHEMBL282424,10000.0,Fc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,Scientific Literature,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2001,Serotonin 1b (5-HT1b) receptor,Ki,nM,,310.38,3.02
CHEMBL392586,1.0,CN1CCN(c2cccc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc23)CC1,Scientific Literature,Displacement of [3H]5-hydroxytrytamine from human 5HT1B receptor expressed in HEK293 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2007,Serotonin 1b (5-HT1b) receptor,Ki,nM,,434.93,4.87
CHEMBL456458,63.1,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCN(C)CC5=O)c4)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5HT from human 5HT1B receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.2,472.63,4.16
CHEMBL459282,5.012,Cc1ccc2c(OCCN3CCC(Cc4cccc(C5CCN(C)CC5)c4)CC3)cccc2n1,Scientific Literature,Displacement of [3H]5HT from human 5HT1B receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.3,457.66,5.69
CHEMBL2260928,2317.0,CNC(C)COc1ccc(Br)cc1Br.O=C(O)C(=O)O,Scientific Literature,Binding affinity to Homo sapiens (human) 5HT1B receptor by radioligand binding assay,B,Homo sapiens,,Med Chem Res,2009,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.63,413.06,3.2
CHEMBL2260924,1456.0,CN1CCN(CCOc2ccc(Br)cc2Br)CC1.O=C(O)C(=O)O,Scientific Literature,Binding affinity to Homo sapiens (human) 5HT1B receptor by radioligand binding assay,B,Homo sapiens,,Med Chem Res,2009,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.84,468.14,2.84
CHEMBL336092,107.0,OCCNCCOc1cccc2ccccc12,Scientific Literature,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,F,,,J Med Chem,1997,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.97,231.29,1.8
CHEMBL29846,794.33,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1,Scientific Literature,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",B,,,Bioorg Med Chem Lett,2002,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.1,466.03,4.42
CHEMBL1632214,3.981,COc1ccccc1C(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1,Scientific Literature,Displacement of [3H]5-HT from human recombinant 5-HT1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,8.4,480.61,5.17
CHEMBL1631539,12.59,CC(=O)N(C)c1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1,Scientific Literature,Displacement of [3H]5-HT from human recombinant 5-HT1B receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2010,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.9,402.54,3.89
CHEMBL4469848,9300.0,FC(F)(F)c1cc(Oc2nccc3occc23)ccc1-c1cccc2nccn12,Scientific Literature,Displacement of [3H]5-CT from recombinant human 5HT1B receptor stably expressed in HEK cells measured after 90 mins by microbeta scintillation counting method,B,Homo sapiens,,J Med Chem,2019,Serotonin 1b (5-HT1b) receptor,Ki,nM,5.03,395.34,5.95
CHEMBL2181169,10000.0,CCCN1CCC(COc2nc3c(I)cccc3c3ccccc23)CC1,Scientific Literature,Binding affinity to human 5HT1B by Cerep protocol based assay,B,Homo sapiens,,J Med Chem,2012,Serotonin 1b (5-HT1b) receptor,Ki,nM,,460.36,5.49
CHEMBL469589,794.33,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)CC3)cc(F)cc2n1,Scientific Literature,Antagonist activity at human 5HT1B assessed as GTPgammaS binding by scintillation proximity assay in presence of 5-HT,F,Homo sapiens,,Bioorg Med Chem Lett,2009,Serotonin 1b (5-HT1b) receptor,Ki,nM,6.1,448.54,3.79
CHEMBL471047,15.85,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)[C@@H](C)C3)cccc2n1,Scientific Literature,Antagonist activity at human 5HT1B assessed as GTPgammaS binding by scintillation proximity assay in presence of 5-HT,F,Homo sapiens,,Bioorg Med Chem Lett,2009,Serotonin 1b (5-HT1b) receptor,Ki,nM,7.8,430.55,3.65
