Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL5176780,33.11,NCCCCCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]UR-DE257 from human histamine H2 receptor stably expressed in baculovirus infected Sf9 cell membrane co-expressing RG-Salpha S incubated for 60 mins by scintillation counting analysis,B,Homo sapiens,,J Med Chem,2021.0,Histamine H2 receptor,Ki,nM,7.48,712.59,0.97
CHEMBL5202592,64.57,Cc1ccc(CC(C)CNC(=O)/N=C(\N)NCCCc2cnc(N)s2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]UR-DE257 from human histamine H2 receptor stably expressed in baculovirus infected Sf9 cell membrane co-expressing RG-Salpha S incubated for 60 mins by scintillation counting analysis,B,Homo sapiens,,J Med Chem,2021.0,Histamine H2 receptor,Ki,nM,7.19,616.59,2.46
CHEMBL1082210,10000.0,C[C@H]1CN(C(=O)c2ccc(-c3cccc(F)c3)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,Scientific Literature,Inhibition of histamine H2 receptor,B,,,Bioorg Med Chem Lett,2010.0,Histamine H2 receptor,Ki,nM,,441.51,4.96
CHEMBL4741145,10000.0,O=C(c1ccc(F)cc1)c1ccc(OCCCN2CCN(c3ccncc3)CC2)cc1,Scientific Literature,Displacement of [3H]UR-DE257 from Gsalphas-coupled human H2R expressed in Sf9 cell membranes measured after 60 mins by scintillation counting analysis,B,Homo sapiens,,Eur J Med Chem,2021.0,Histamine H2 receptor,Ki,nM,,419.5,4.04
CHEMBL4743583,10000.0,N#Cc1ccc(-c2ccc(OCCCN3CCN(c4ccncc4)CC3)cc2)cc1,Scientific Literature,Displacement of [3H]UR-DE257 from Gsalphas-coupled human H2R expressed in Sf9 cell membranes measured after 60 mins by scintillation counting analysis,B,Homo sapiens,,Eur J Med Chem,2021.0,Histamine H2 receptor,Ki,nM,,398.51,4.21
CHEMBL4744110,10000.0,c1ccc2cc(OCCCN3CCN(c4ccncc4)CC3)ccc2c1,Scientific Literature,Displacement of [3H]UR-DE257 from Gsalphas-coupled human H2R expressed in Sf9 cell membranes measured after 60 mins by scintillation counting analysis,B,Homo sapiens,,Eur J Med Chem,2021.0,Histamine H2 receptor,Ki,nM,,347.46,3.83
CHEMBL103828,40000.0,CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)[C@@H](C)NC(=O)OC(C)(C)C)C2)cc1,Scientific Literature,Binding affinity to the human Histamine H2 receptor,B,,,Bioorg Med Chem Lett,2002.0,Histamine H2 receptor,Ki,nM,4.4,433.55,2.76
CHEMBL4856602,602.56,Cc1nc(N)sc1CCCN/C(N)=N/C(=S)NC(c1ccccc1)c1ccccc1,Scientific Literature,Displacement of [3H]UR-DE257 from human histamine H2 receptor expressed in sf9 insect cell membranes co-expressing GSalphaS incubated for 60 mins by microbeta scintillation counting method,B,Homo sapiens,,Eur J Med Chem,2021.0,Histamine H2 receptor,Ki,nM,6.22,438.63,3.53
CHEMBL402377,1000.0,C[C@H]1CCCN1CCc1ccc2ccccc2c1,Scientific Literature,Antagonist activity at histamine H2 receptor by [35S]GTP-gamma-S binding assay,F,,,Bioorg Med Chem Lett,2008.0,Histamine H2 receptor,Ki,nM,,239.36,3.87
CHEMBL4177497,10000.0,C=C(C)CN1CCN(c2ccc3c(c2)CN(C(=O)OCc2ccccc2)C3)CC1,Scientific Literature,Displacement of [125I]-iodoaminopotentidine from human histamine H2 receptor expressed in stable HEK cells after 90 mins by microbeta scintillation counting method,B,Homo sapiens,,Eur J Med Chem,2018.0,Histamine H2 receptor,Ki,nM,,391.52,4.04
