1"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL317488";"";"None";"284.36";"0";"-1.13";"1";"CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)NCC(N)=O";"Ki";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"25.40";"0.49";"8.35";"6.37";"0";"CHEMBL666183";"Inhibitor constant of compound for low affinity component of [3H]spiroperidol/N-propylnorapomorphine binding to Dopamine receptor D2 in presence of Gpp(NH)p";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132286";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"60.0"
"CHEMBL316983";"";"None";"248.37";"0";"2.74";"(S)-9";"CCCN(CCC)[C@H]1CCn2c(C=O)ccc2C1";"Ki";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"29.33";"0.55";"4.54";"28.86";"0";"CHEMBL829839";"High inhibition constant against [3H]spiperone binding to human Dopamine receptor D2L expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143571";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308072";"";"";"";"52.0"
"CHEMBL308480";"";"None";"365.45";"0";"4.17";"(+)-7c";"O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ccccc21";"Ki";"'='";"338.84";"nM";"6.47";"";"";"UO_0000065";"17.70";"0.33";"2.30";"17.31";"0";"CHEMBL670681";"Binding affinity towards dopamine receptor D2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"-6.47"
"CHEMBL3647673";"";"None";"1425.77";"None";"None";"BDBM144737";"C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O";"Ki";"'='";"10.8";"nM";"7.97";"";"281253";"UO_0000065";"5.59";"None";"None";"None";"0";"CHEMBL3705539";"Radioligand Binding Assay: The affinity of a test compound for the human dopamine receptor subtype hDRD2 was determined by radioligand binding assays in CHO-K1 cells stably transfected with hDRD2 receptor, as follows. The cDNA coding sequence of hDRD2 (GenBank accession No. X51362) was subcloned into the mammalian expression vector pcDNA3.1/GS (Life Technologies). Clonal cell lines stably expressing hDRD2 were obtained by transfection into CHO-K1 cells and subsequently selected with culture medium containing 0.3 mg/mL of zeocin (Life Technologies).Membranes for in vitro receptor binding assays were obtained by the following procedures. CHO-K1 cells expressing hDRD2 were homogenized in ice-cold buffer with 10 mM Tris-HCl, 5 mM EDTA, 3 mM EGTA, 1 mM phenylmethylsuphonyl fluoride, pH 7.6 using Polytron PT10-35GT (Kinematica) at 18,000 rpm for 30 seconds and centrifuged at 500xg for 10 minutes. The supernatant containing the plasma membranes was centrifuged at 100,000xg for 30 minutes and the pellet was resuspended.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638685";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307512";"";"";"";"10.8"
"CHEMBL1259174";"";"None";"381.55";"0";"3.32";"(S)-34";"CC(=O)NCc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2";"Ki";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"22.23";"0.43";"5.16";"23.84";"0";"CHEMBL1261591";"Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255222";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"3.3"
"CHEMBL91621";"";"None";"309.41";"0";"3.47";"4";"O=C(Nc1ccccc1)NC1CCN(Cc2ccccc2)CC1";"Ki";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"22.84";"0.42";"3.60";"15.92";"0";"CHEMBL671375";"Affinity to displace [3H]spiperone from cloned human Dopamine receptor D2 stably expressed in CHO cell lines";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132306";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";"";"";"";"86.0"
"CHEMBL8514";"BUTACLAMOL";"-1.0";"361.53";"0";"4.84";"(+)-Butaclamol";"CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1";"Ki";"'='";"0.27";"nM";"9.57";"";"";"UO_0000065";"26.47";"0.48";"4.73";"40.77";"0";"CHEMBL4001156";"Displacement of [3H]methyl-spiperone from human recombinant D2S receptor in HEK293 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4000185";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";"";"";"";"0.27"
"CHEMBL1215038";"";"None";"382.48";"0";"4.49";"34";"FCCCOc1ccccc1CN1CCN(Cc2cc3ccccc3o2)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1219344";"Binding affinity to dopamine D2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212881";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"10000.0"
"CHEMBL2037431";"";"None";"385.96";"1";"5.09";"17";"Clc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)cc1";"Ki";"'='";"219.0";"nM";"6.66";"";"";"UO_0000065";"17.25";"0.35";"1.57";"34.38";"1";"CHEMBL3292986";"Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286287";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"219.0"
"CHEMBL4760666";"";"None";"451.95";"0";"4.16";"46";"CN(C)c1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4670399";"Displacement of [3H]methylspiperone from human D2 receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"";"";"6.0"
"CHEMBL42";"CLOZAPINE";"4.0";"326.83";"0";"3.72";"Clozapine";"CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1";"Ki";"'='";"144.0";"nM";"6.84";"";"";"UO_0000065";"20.93";"0.41";"3.12";"22.16";"0";"CHEMBL829120";"Inhibition of [3H]-spiperone binding to human Dopamine receptor D2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142715";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"144.0"
"CHEMBL346692";"";"None";"445.39";"0";"4.81";"4";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1";"Ki";"'='";"103.0";"nM";"6.99";"";"";"UO_0000065";"15.69";"0.32";"2.18";"13.60";"0";"CHEMBL2167045";"Displacement of [125I]-IABN from D2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163217";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"103.0"
"CHEMBL654";"MIRTAZAPINE";"4.0";"265.36";"0";"2.48";"Mirtazapine";"CN1CCN2c3ncccc3Cc3ccccc3C2C1";"Ki";"'>'";"5454.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL829120";"Inhibition of [3H]-spiperone binding to human Dopamine receptor D2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142715";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"5454.0"
"CHEMBL140612";"";"None";"393.49";"0";"2.29";"1f";"COc1ccccc1N1CCN(CCCNC(=O)c2cnn3ccccc23)CC1";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"20.23";"0.37";"5.67";"12.81";"0";"CHEMBL672384";"Binding affinity for human Dopamine receptor D2 (long) by [3H]- spiperone displacement.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135974";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"11.0"
"CHEMBL13341";"NIMETAZEPAM";"2.0";"295.30";"0";"2.41";"NIMETAZEPAM";"CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL298763";"";"None";"329.83";"0";"2.85";"2 [table 1]";"O=C(NCN1CCN(c2ccccc2Cl)CC1)c1ccccc1";"Ki";"'='";"177.83";"nM";"6.75";"";"";"UO_0000065";"20.47";"0.40";"3.90";"18.97";"0";"CHEMBL835392";"Binding affinity towards human dopamine receptor D2 was determined by using [3H]spiperone as radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143544";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"6.75"
"CHEMBL196744";"";"None";"424.35";"0";"4.46";"8b";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)cc1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.25";"0.38";"3.28";"21.77";"0";"CHEMBL884781";"Binding affinity towards Dopamine D2S receptor using CHO cell line and [3H]spiperone as radioligand ";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143473";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308072";"";"";"";"18.0"
"CHEMBL611207";"";"None";"386.59";"0";"4.90";"2";"CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21";"Ki";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"22.39";"0.45";"3.76";"29.31";"0";"CHEMBL827195";"High binding affinity towards human D2 dopamine receptor was determined by using [3H]YM-09151-2 as radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137093";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"2.2"
"CHEMBL1278001";"";"None";"482.61";"0";"4.48";"8bo";"O=S(=O)(c1cccc2ccccc12)c1nn(Cc2ccccc2)c2ccc(N3CCNCC3)cc12";"Ki";"'='";"605.0";"nM";"6.22";"";"";"UO_0000065";"12.88";"0.24";"1.74";"9.25";"0";"CHEMBL1286377";"Displacement of [3H]LSD from human cloned dopamine D2 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275334";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308376";"";"";"";"605.0"
"CHEMBL4436317";"";"None";"487.02";"0";"4.67";"(R)-9a";"CCc1cc(Cl)c(OC)c(N2CCN(C[C@H](F)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1";"Ki";"'='";"21400.0";"nM";"4.67";"";"";"UO_0000065";"9.59";"0.19";"0.00";"7.71";"0";"CHEMBL4415924";"Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414587";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";"";"21400.0"
"CHEMBL4464971";"";"None";"490.00";"0";"2.94";"13a";"CCc1cc(Cl)c(OC)c(N2CCN(CC(O)CCNC(=O)c3ccc4c(c3)OCO4)CC2)c1";"Ki";"'='";"364.0";"nM";"6.44";"";"";"UO_0000065";"13.14";"0.26";"3.50";"7.71";"0";"CHEMBL4415924";"Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414587";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";"";"364.0"
"CHEMBL215885";"";"None";"475.98";"0";"4.47";"3d";"COc1ccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1";"Ki";"'>'";"3000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL911524";"Displacement of [3H]methylspiperone from dopamine D2 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146903";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"3000.0"
"CHEMBL4536834";"";"None";"384.55";"0";"4.03";"9d";"CCCN1CCC(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1";"Ki";"'='";"324.0";"nM";"6.49";"";"";"UO_0000065";"16.88";"0.33";"2.46";"15.98";"0";"CHEMBL4479923";"Displacement of [3H]raclopride from human recombinant dopamine D2 long receptor expressed in CHO-K1 cells incubated for 120 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477255";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307512";"";"";"";"324.0"
"CHEMBL25236";"BP-897";"None";"417.55";"0";"4.18";"BP-897 (1)";"COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1";"Ki";"'='";"61.0";"nM";"7.21";"";"";"UO_0000065";"17.28";"0.32";"3.03";"16.10";"1";"CHEMBL876373";"Inhibition of [3H]YM-09151-2 binding to human Dopamine D2 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139520";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308072";"";"";"";"61.0"
"CHEMBL4592085";"";"None";"410.46";"0";"3.24";"10d";"COc1ccc2c(c1)c(-c1cnc(NC(C)=O)[nH]1)cn2S(=O)(=O)c1ccccc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4354013";"Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351001";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"10000.0"
"CHEMBL4571469";"";"None";"438.51";"0";"3.80";"10f";"CCc1nc(NC(C)=O)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4354013";"Displacement of [3H]-methylspiperone from human D2 long receptor expressed in HEK293 cells measured after 1 hr by liquid scintillation counter method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351001";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";"";"10000.0"
"CHEMBL5430494";"";"None";"432.52";"0";"4.89";"29a";"CCOc1cccc2c3c(oc12)CN(CCCCOc1ccc2ccc(=O)[nH]c2c1)CC3";"Ki";"'='";"16.5";"nM";"7.78";"";"";"UO_0000065";"17.99";"0.33";"2.89";"11.50";"0";"CHEMBL5385535";"Displacement of [3H]N-methylspiperone from Dopamine D2 receptor (unknown origin) expressed in HEK293T cell membrane incubated for 2 hrs by radioligand competitive binding based MicroBeta TriLux reader method";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293T";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380874";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 2.0 hr";"PARTIAL AGONIST";"";"16.5"
"CHEMBL3085826";"";"None";"427.42";"0";"4.34";"56";"CN(C)C(=O)N[C@H]1CC[C@@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1";"Ki";"'='";"102.33";"nM";"6.99";"";"";"UO_0000065";"16.35";"0.34";"2.65";"18.01";"0";"CHEMBL3089794";"Displacement of [3H]-spiperone from human dopamine D2L receptor expressed in CHO cell membranes after 3 hrs by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085627";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3308072";"";"";"";"6.99"
"CHEMBL1540";"PENCICLOVIR";"4.0";"253.26";"0";"-0.90";"PENCICLOVIR";"Nc1nc(O)c2ncn(CCC(CO)CO)c2n1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL1257689";"";"None";"369.48";"0";"4.39";"1b";"Cc1ccc(C)c(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1";"Ki";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"22.16";"0.41";"3.80";"20.20";"0";"CHEMBL1261460";"Displacement of [3H]Spiperone from human dopamine D2 short receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255217";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"6.5"
"CHEMBL1258382";"";"None";"523.75";"2";"6.12";"3a";"O=C(NCCCCN1CCN(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1cc2ccccc2s1";"Ki";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"13.03";"0.25";"0.70";"19.18";"0";"CHEMBL1261460";"Displacement of [3H]Spiperone from human dopamine D2 short receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255217";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"150.0"
"CHEMBL3039597";"GENTAMICIN";"4.0";"1390.73";"None";"None";"GENTAMICIN";"CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL65";"CAMPTOTHECIN";"-1.0";"348.36";"0";"2.08";"CAMPTOTHECIN";"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL47";"ALPHA-TOCOPHEROL";"None";"430.72";"1";"8.84";"ALPHA-TOCOPHEROL";"Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL210405";"";"None";"318.42";"0";"3.19";"3c";"c1ccc(N2CCN(Cc3cnn(-c4ccccc4)c3)CC2)cc1";"Ki";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"21.52";"0.39";"3.66";"28.21";"0";"CHEMBL871242";"Displacement of [3H]spiperone from human cloned dopamine D2(long) receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147793";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"140.0"
"CHEMBL1258712";"";"None";"488.46";"0";"4.61";"34";"Cc1ncoc1-c1nnc(SCCCN2CCC3(CCc4cc(Br)ccc43)C2)n1C";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261449";"Antagonist activity at human dopamine D2L receptor expressed in CHO cells assessed as inhibition of quinelorane-induced [35S]GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255216";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"6.9"
"CHEMBL596271";"";"None";"340.86";"0";"3.55";"19";"Cn1c(CN2CCN(c3ccc(Cl)cc3)CC2)nc2ccccc21";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1071924";"Antagonist activity at human D2 receptor expressed in CHO cells co-expressing G0 by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153221";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"5.0"
