1"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL106635";"";"None";"366.25";"0";"3.93";"12";"Ic1cccn1C1CCN(Cc2ccccc2)CC1";"Ki";"'='";"8500.0";"nM";"5.07";"";"";"UO_0000065";"13.84";"0.36";"1.14";"62.06";"0";"CHEMBL673074";"Displacement of [3H]spiperone from human Dopamine receptor D2L expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131871";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";"";"8500.0"
"CHEMBL294458";"";"None";"351.84";"0";"3.42";"4b";"N#CC(C#N)=Cc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c[nH]1";"Ki";"'='";"10300.0";"nM";"4.99";"";"";"UO_0000065";"14.17";"0.27";"1.57";"7.14";"0";"CHEMBL670553";"Ability to displace [3H]spiperone from the cloned human Dopamine receptor D2S stably expressed in Chinese hamster ovary (CHO) cells was determined.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131791";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";"";"10300.0"
"CHEMBL2112905";"";"None";"427.38";"0";"1.95";"17";"COc1cccc(C(=O)NCCN2CCN(c3cc(C)ccn3)CC2)c1.Cl.Cl";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL672170";"Binding affinity towards human Dopamine receptor D2 using [3H]spiroperidol as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136013";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"1000.0"
"CHEMBL411663";"";"None";"367.47";"0";"3.85";"12e";"O=C1Nc2ccc(F)cc2C1CCCCN1CCN(c2ccccc2)CC1";"Ki";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"17.64";"0.33";"2.63";"18.22";"0";"CHEMBL927100";"Inhibition of dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144747";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"330.0"
"CHEMBL3799427";"";"None";"437.54";"0";"3.98";"(S)-2";"COc1cc(CCNC[C@@H](O)c2ccc(O)c(O)c2)ccc1OCCCc1ccccc1";"Ki";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"13.19";"0.25";"1.79";"6.33";"0";"CHEMBL3801477";"Displacement of [3H]spiperone from human D2S receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797035";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3308072";"";"";"";"1700.0"
"CHEMBL245615";"";"None";"382.51";"1";"5.32";"14";"OC1(c2ccc(-c3ccccc3)cc2)CCN(Cc2c[nH]c3ccccc23)CC1";"Ki";"'='";"98.4";"nM";"7.01";"";"";"UO_0000065";"18.32";"0.33";"1.69";"17.85";"0";"CHEMBL902495";"Displacement of [125I]IABN from human dopamine D2L receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138415";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"98.4"
"CHEMBL245614";"";"None";"336.44";"0";"3.66";"12";"COc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1";"Ki";"'='";"177.0";"nM";"6.75";"";"";"UO_0000065";"20.07";"0.37";"3.09";"13.92";"0";"CHEMBL902495";"Displacement of [125I]IABN from human dopamine D2L receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138415";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"177.0"
"CHEMBL225512";"";"None";"421.59";"0";"4.27";"9";"O=C(CCCCCN1CCN(c2ccccc2O)CC1)NC1CCCc2ccccc21";"Ki";"'='";"987.0";"nM";"6.01";"";"";"UO_0000065";"14.25";"0.26";"1.74";"10.76";"0";"CHEMBL894060";"Displacement of [3H]spiroperidol from human recombinant Dopamine D2 long receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148718";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"987.0"
"CHEMBL487761";"";"None";"460.62";"0";"4.64";"9d";"COc1cccc(CCc2ccccc2OCCCCCN2CCN(c3ncccn3)CC2)c1";"Ki";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL938581";"Displacement of [3H]spiroperidol from human cloned dopaminergic D2 receptor expressed in rat C6 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"C6";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140844";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308345";"";"";"";"1000.0"
"CHEMBL231374";"";"None";"295.43";"0";"3.71";"32";"COc1ccc2c(c1)Cc1ccccc1CCCN(C)CC2";"Ki";"'='";"1396.0";"nM";"5.86";"";"";"UO_0000065";"19.82";"0.36";"2.15";"46.95";"0";"CHEMBL895724";"Displacement of [3H]spiperone from human dopamine D2L receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148752";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"1396.0"
"CHEMBL4098803";"";"None";"380.49";"0";"3.32";"12a";"COc1ccccc1N1CCN(CCCCOc2ccc3ccnn3c2)CC1";"Ki";"'='";"0.74";"nM";"9.13";"";"";"UO_0000065";"24.00";"0.45";"5.81";"21.62";"0";"CHEMBL4010153";"Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"0.74"
"CHEMBL318374";"";"None";"380.44";"0";"3.32";"24";"COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3";"Ki";"'='";"15.9";"nM";"7.80";"";"";"UO_0000065";"20.50";"0.38";"4.48";"10.74";"0";"CHEMBL672490";"Binding affinity towards Dopamine receptor D2 from mammalian clones expressed in CHO cell membranes using 2 (86.1 Ci/mmol,1.7nanoM)as radioligand";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125523";"1";"Scientific Literature";"J Med Chem";"1992";"CHEMBL3308072";"";"";"";"15.9"
"CHEMBL4088249";"";"None";"433.94";"0";"4.03";"43";"O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(F)cc1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.44";"0.38";"3.97";"12.27";"0";"CHEMBL4041093";"Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038339";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"10.0"
"CHEMBL4085802";"";"None";"450.39";"0";"4.54";"46";"O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(Cl)cc1";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"17.67";"0.37";"3.42";"12.21";"0";"CHEMBL4041093";"Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038339";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"11.0"
"CHEMBL160266";"";"None";"501.08";"1";"4.63";"10a";"Clc1ccc(N2CCN(Cc3cnn4c(N5CCN(Cc6ccccc6)CC5)cccc34)CC2)cc1";"Ki";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"12.36";"0.23";"1.56";"20.47";"0";"CHEMBL671731";"In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]-Spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135071";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"640.0"
"CHEMBL4535174";"";"None";"488.48";"1";"6.05";"13e";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccsc2)cc1";"Ki";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"14.74";"0.31";"1.15";"20.24";"0";"CHEMBL4350893";"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";"";"";"";"63.1"
"CHEMBL4587635";"";"None";"433.62";"1";"5.06";"13n";"Cc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1";"Ki";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"15.50";"0.30";"1.66";"18.89";"0";"CHEMBL4350893";"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";"";"";"";"190.0"
"CHEMBL317493";"";"None";"249.31";"0";"1.94";"8";"CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@@H]21";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL673087";"Tested for agonist binding affinity by measuring displacement of [3H]NPA from Human Dopamine receptor D2L expressed in CHO K-1 cells; ND means Not Determined";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133458";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308072";"";"";"";""
"CHEMBL4071729";"";"None";"534.92";"0";"0.85";"5";"O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)NCCN1C(=O)C=CC1=O.O=C(O)C(F)(F)F";"Ki";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"13.44";"0.27";"4.81";"5.55";"0";"CHEMBL4044352";"Displacement of [3H]spiperone from human D2long receptor expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043101";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"2200.0"
"CHEMBL4071729";"";"None";"534.92";"0";"0.85";"5";"O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)NCCN1C(=O)C=CC1=O.O=C(O)C(F)(F)F";"Ki";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"13.84";"0.27";"4.97";"5.71";"0";"CHEMBL4044353";"Displacement of [3H]spiperone from human D2short receptor expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043101";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"1500.0"
"CHEMBL316222";"";"None";"698.96";"2";"9.20";"3 (trans)";"CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C/Cn2c(-c3ccc(OCCCN(CC)CC)cc3)nc3ccccc32)cc1";"Ki";"'='";"2345.0";"nM";"5.63";"";"";"UO_0000065";"8.05";"0.15";"-3.57";"9.29";"0";"CHEMBL670392";"Binding affinity towards human cloned Dopamine D2 receptor in CHO cells by [3H]spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128063";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"CHEMBL3308072";"";"";"";"2345.0"
"CHEMBL4081383";"";"None";"532.63";"1";"4.87";"19";"O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1";"Ki";"'='";"149.0";"nM";"6.83";"";"";"UO_0000065";"12.82";"0.25";"1.96";"12.03";"0";"CHEMBL4036228";"Displacement of [3H]-Raclopride from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by microbeta liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033716";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";"";"";"";"149.0"
"CHEMBL64139";"";"None";"472.45";"1";"5.19";"4r";"COc1ccc(Br)cc1-c1nc(CNC[C@@H]2CCN(Cc3ccccc3)C2)cs1";"Ki";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"13.87";"0.31";"1.36";"17.53";"0";"CHEMBL672579";"In vitro displacement of [3H]spiperone from the recombinant human dopamine receptor D2 short form expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133305";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3308072";"";"";"";"280.0"
"CHEMBL326864";"";"None";"316.41";"0";"3.76";"10";"N#CC(C#N)=Cc1cccn1C1CCN(Cc2ccccc2)CC1";"Ki";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"15.67";"0.28";"1.20";"8.89";"0";"CHEMBL673074";"Displacement of [3H]spiperone from human Dopamine receptor D2L expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131871";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";"";"11000.0"
"CHEMBL134759";"";"None";"205.30";"0";"2.16";"3";"CCNC1CCc2c(cccc2OC)C1";"Ki";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"32.85";"0.61";"4.58";"31.72";"0";"CHEMBL670536";"Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129692";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3308072";"";"";"";"180.0"
"CHEMBL134759";"";"None";"205.30";"0";"2.16";"3";"CCNC1CCc2c(cccc2OC)C1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL670535";"Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells; Not determined";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129692";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3308072";"";"";"";""
"CHEMBL3322996";"";"None";"470.50";"0";"3.56";"10";"N#Cc1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)c1";"Ki";"'='";"191.0";"nM";"6.72";"";"";"UO_0000065";"14.28";"0.27";"3.16";"8.76";"0";"CHEMBL3379351";"Displacement of [125I]IABN from human D2LR expressed in HEK293 cell membranes by gamma counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351252";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307715";"";"";"";"191.0"
"CHEMBL1831166";"";"None";"458.58";"1";"6.30";"9f";"COc1cc2c(cc1OC)CN(CCCCn1cc(-c3ccc(F)cc3)c3ccccc31)CC2";"Ki";"'='";"870.0";"nM";"6.06";"";"";"UO_0000065";"13.22";"0.24";"-0.24";"22.76";"0";"CHEMBL1833373";"Displacement of [3H]YM-09151-2 from human D2 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828538";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3308072";"";"";"";"870.0"
"CHEMBL113606";"";"None";"447.00";"1";"5.16";"12";"CCN(Cc1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1)Cc1ccccc1Cl";"Ki";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"17.23";"0.35";"2.54";"12.34";"0";"CHEMBL674353";"Binding affinity, displacement of [125I]iodosulpiride from human Dopamine receptor D2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129831";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"CHEMBL3308072";"";"";"";"-7.7"
"CHEMBL4786420";"";"None";"799.12";"3";"6.04";"6b";"CCCN(CCCCc1cn(CCOCCOCCOCCOCCn2cc(CCCCN(CCC)C3Cc4ccccc4C3)nn2)nn1)C1Cc2ccccc2C1";"Ki";"'='";"66.0";"nM";"7.18";"";"";"UO_0000065";"8.99";"0.17";"1.14";"6.85";"0";"CHEMBL4736183";"Displacement of [3H]raclopride from human D2R isoform 2 stably expressed in HEK293 cell membranes measured after 1 hr by liquid scintillation counting method";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4732144";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.0 hr";"AGONIST";"";"0.066"
"CHEMBL1774545";"";"None";"483.70";"1";"6.08";"13c";"CCCN(CCCCN1CCN(c2ccccc2OC)CC1)Cc1ccc2c(c1)Cc1ccccc1-2";"Ki";"'='";"196.0";"nM";"6.71";"";"";"UO_0000065";"13.87";"0.25";"0.63";"35.40";"0";"CHEMBL1777183";"Displacement of [125I]-IABN from human dopamine D2L receptor expressed in HEK293 cells after 60 mins by gamma counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772985";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"196.0"
"CHEMBL1774548";"";"None";"484.52";"1";"6.96";"13f";"CCCN(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)Cc1ccc2ccccc2c1";"Ki";"'='";"313.0";"nM";"6.50";"";"";"UO_0000065";"13.42";"0.27";"-0.46";"66.92";"0";"CHEMBL1777183";"Displacement of [125I]-IABN from human dopamine D2L receptor expressed in HEK293 cells after 60 mins by gamma counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772985";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"313.0"
"CHEMBL1774549";"";"None";"496.48";"1";"5.23";"14a";"OC(CCNCc1ccc2c(c1)Cc1ccccc1-2)CN1CCN(c2cccc(Cl)c2Cl)CC1";"Ki";"'='";"2090.0";"nM";"5.68";"";"";"UO_0000065";"11.44";"0.23";"0.45";"14.66";"0";"CHEMBL1777183";"Displacement of [125I]-IABN from human dopamine D2L receptor expressed in HEK293 cells after 60 mins by gamma counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772985";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"2090.0"
"CHEMBL1774551";"";"None";"510.51";"2";"5.57";"15a";"CN(CCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)Cc1ccc2c(c1)Cc1ccccc1-2";"Ki";"'='";"869.0";"nM";"6.06";"";"";"UO_0000065";"11.87";"0.24";"0.49";"20.24";"0";"CHEMBL1777183";"Displacement of [125I]-IABN from human dopamine D2L receptor expressed in HEK293 cells after 60 mins by gamma counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772985";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"869.0"
"CHEMBL346692";"";"None";"445.39";"0";"4.81";"37";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1";"Ki";"'='";"135.0";"nM";"6.87";"";"";"UO_0000065";"15.42";"0.31";"2.06";"13.37";"0";"CHEMBL672170";"Binding affinity towards human Dopamine receptor D2 using [3H]spiroperidol as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136013";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"135.0"
"CHEMBL134747";"";"None";"309.45";"0";"4.20";"27";"CCCN(CCc1ccccc1)C1CCc2ccc(O)cc2C1";"Ki";"'='";"524.0";"nM";"6.28";"";"";"UO_0000065";"20.30";"0.37";"2.08";"26.76";"0";"CHEMBL670536";"Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129692";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3308072";"";"";"";"524.0"
"CHEMBL106737";"";"None";"391.48";"0";"2.49";"5";"COc1ccccc1N1CCN(CC2CN=C3c4ccccc4NC(=O)N32)CC1";"Ki";"'='";"158.0";"nM";"6.80";"";"";"UO_0000065";"17.37";"0.32";"4.31";"11.26";"0";"CHEMBL671485";"Compound is evaluated for binding affinity towards Dopamine receptor D2 using [3H]spiperone in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131058";"1";"Scientific Literature";"J Med Chem";"1998";"CHEMBL3308072";"";"";"";"158.0"
"CHEMBL436157";"";"None";"242.32";"0";"2.38";"4q";"CCCN1CC2COc3ccc(C#N)cc3C2C1";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"28.47";"0.52";"4.52";"19.03";"0";"CHEMBL670398";"Ability to displace [125I]iodosulpiride from human dopamine D2 (hD2) receptor transfected into CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131803";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";"";"-6.9"
"CHEMBL162762";"";"None";"205.34";"0";"3.22";"1b";"C#CC1=CCC(N(CCC)CCC)CC1";"Ki";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"36.14";"0.68";"4.20";"229.02";"0";"CHEMBL672529";"Binding Affinity was tested on relative proportion of High Affinity Site of Dopamine receptor D2L";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133710";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"38.0"
